id,additional_description,ga_attributes
5783349,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783350,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783341,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783342,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783343,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783344,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783345,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783346,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783347,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783348,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783357,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783358,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783359,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783360,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783351,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783352,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783363,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783353,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783354,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783355,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783356,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783364,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783365,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783366,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783367,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783368,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783369,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783370,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783361,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783362,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783194,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783195,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783196,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783197,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783373,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783374,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783375,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783376,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783377,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783378,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783190,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783191,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783371,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783372,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783198,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783199,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783200,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783201,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783192,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783193,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783204,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783205,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783206,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783207,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783208,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783209,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783210,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783211,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783202,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
5783203,"<p>Martin Blue-Flex Grid Couplings handle high torque levels and high RPM applications in a small package. Unlike other metallic couplings, Martin Blue-Flex Grid Couplings have the ability to reduce vibration and cushion shockloads to driven and driving power transmitting equipment components. Martin Blue-Flex Couplings are available in sizes 1020-1170 in vertical and horizontal configurations with a rough stock bore. Same day/next day rebores are available upon request</p>",purchase-dimension7:new-additional-description-dima-April2020
