ID,ADDITIONAL_DESCRIPTION,GA_ATTRIBUTES
5976540,"<p>GN 52.2 retaining magnets are a shielded magnetic assembly.</p>

<p>Mounting options include pressing in, shrinking in, or gluing in.</p>


<p>
Materials of the magnet:
<ul>
<li>AlNiCo Aluminum, nickel, cobalt temperature resistant up to 450° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976539,"<p>GN 52.2 retaining magnets are a shielded magnetic assembly.</p>

<p>Mounting options include pressing in, shrinking in, or gluing in.</p>


<p>
Materials of the magnet:
<ul>
<li>AlNiCo Aluminum, nickel, cobalt temperature resistant up to 450° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976538,"<p>GN 52.2 retaining magnets are a shielded magnetic assembly.</p>

<p>Mounting options include pressing in, shrinking in, or gluing in.</p>


<p>
Materials of the magnet:
<ul>
<li>AlNiCo Aluminum, nickel, cobalt temperature resistant up to 450° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976556,"<p>GN 52.3 magnets are a shielded magnetic assembly.</p>

<p>For easier handling and/or to avoid demagnetization, these magnets have an iron plate on their magnetic surface.</p>

<p>Material of the magnet: AlNiCo Aluminum, nickel, cobalt temperature resistant up to 350° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976555,"<p>GN 52.3 magnets are a shielded magnetic assembly.</p>

<p>For easier handling and/or to avoid demagnetization, these magnets have an iron plate on their magnetic surface.</p>

<p>Material of the magnet: AlNiCo Aluminum, nickel, cobalt temperature resistant up to 350° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976554,"<p>GN 52.3 magnets are a shielded magnetic assembly.</p>

<p>For easier handling and/or to avoid demagnetization, these magnets have an iron plate on their magnetic surface.</p>

<p>Material of the magnet: AlNiCo Aluminum, nickel, cobalt temperature resistant up to 350° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976553,"<p>GN 52.3 magnets are a shielded magnetic assembly.</p>

<p>For easier handling and/or to avoid demagnetization, these magnets have an iron plate on their magnetic surface.</p>

<p>Material of the magnet: AlNiCo Aluminum, nickel, cobalt temperature resistant up to 350° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976552,"<p>GN 52.3 magnets are a shielded magnetic assembly.</p>

<p>For easier handling and/or to avoid demagnetization, these magnets have an iron plate on their magnetic surface.</p>

<p>Material of the magnet: AlNiCo Aluminum, nickel, cobalt temperature resistant up to 350° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976456,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976455,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976454,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976453,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976452,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976450,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976449,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976448,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976447,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976446,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976445,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976444,"<p>GN 50.3 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976442,"<p>GN 50.25 Stainless Steel-Retaining Magnets are a shielded magnetic system.</p>

<p>Owing to the lower magnetic conductivity of the stainless steel housing, the magnetic forces are lower than in steel.</p>

<p>Material of the magnet: Hard ferrite temperature resistant up to 220° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976441,"<p>GN 50.25 Stainless Steel-Retaining Magnets are a shielded magnetic system.</p>

<p>Owing to the lower magnetic conductivity of the stainless steel housing, the magnetic forces are lower than in steel.</p>

<p>Material of the magnet: Hard ferrite temperature resistant up to 220° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976440,"<p>GN 50.25 Stainless Steel-Retaining Magnets are a shielded magnetic system.</p>

<p>Owing to the lower magnetic conductivity of the stainless steel housing, the magnetic forces are lower than in steel.</p>

<p>Material of the magnet: Hard ferrite temperature resistant up to 220° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976439,"<p>GN 50.25 Stainless Steel-Retaining Magnets are a shielded magnetic system.</p>

<p>Owing to the lower magnetic conductivity of the stainless steel housing, the magnetic forces are lower than in steel.</p>

<p>Material of the magnet: Hard ferrite temperature resistant up to 220° C</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976593,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976592,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976591,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976590,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976589,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976588,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976587,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976586,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976585,"<p>GN 54.1 retaining magnets are a shielded magnetic assembly.</p>

<p>The configuration of magnetic and iron poles is known as a sandwich magnet assembly. These retaining magnets provide superior holding power and work well with smaller workpieces.</p>

<p>Mounting options include pressing in or gluing in.</p>

<p>* k1 is the maximum dimension by which the retaining magnet can be shortened without losing its properties.</p>

<p>** Mounting these retaining magnets directly in steel components will create a magnetic shortcircuit which reduces the retaining power by as much as 15%. To avoid this effect, the spacings k2 between brass jacket and steel component should be observed. These spacings should also be maintained if the retaining magnet is shortened.</p>
<p>
Materials of the magnet:
<ul>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976490,"<p>GN 51.4 retaining magnets are a shielded magnetic system with rubber jacket.</p>

<p>They are especially suitable for applications where the surface is easily marred. Also, these magnets have an increased coefficient of friction, which creates high lateral retaining force.</p>

<p>Material of the magnet: NdFeB Neodymium, iron, boron temperature resistant up to 176 °F (80 °C)</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976489,"<p>GN 51.4 retaining magnets are a shielded magnetic system with rubber jacket.</p>

<p>They are especially suitable for applications where the surface is easily marred. Also, these magnets have an increased coefficient of friction, which creates high lateral retaining force.</p>

<p>Material of the magnet: NdFeB Neodymium, iron, boron temperature resistant up to 176 °F (80 °C)</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976488,"<p>GN 51.4 retaining magnets are a shielded magnetic system with rubber jacket.</p>

<p>They are especially suitable for applications where the surface is easily marred. Also, these magnets have an increased coefficient of friction, which creates high lateral retaining force.</p>

<p>Material of the magnet: NdFeB Neodymium, iron, boron temperature resistant up to 176 °F (80 °C)</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976487,"<p>GN 51.4 retaining magnets are a shielded magnetic system with rubber jacket.</p>

<p>They are especially suitable for applications where the surface is easily marred. Also, these magnets have an increased coefficient of friction, which creates high lateral retaining force.</p>

<p>Material of the magnet: NdFeB Neodymium, iron, boron temperature resistant up to 176 °F (80 °C)</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976436,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976435,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976434,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976433,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976431,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976430,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976429,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976428,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976427,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976426,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976425,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976424,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976423,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976422,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976421,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976420,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976419,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976418,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976417,"<p>GN 50.2 retaining magnets are a shielded magnetic system.</p>
<p>
Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>SmCo Samarium, cobalt temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</li>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976464,"<p>GN 50.4 retaining magnets are a shielded magnetic system.</p>

<p>To ensure that the magnetic forces are not impaired, the mounting screws must be made of non-magnetic material.</p>

<p>Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
5976463,"<p>GN 50.4 retaining magnets are a shielded magnetic system.</p>

<p>To ensure that the magnetic forces are not impaired, the mounting screws must be made of non-magnetic material.</p>

<p>Materials of the magnet:
<ul>
<li>Hard ferrite temperature resistant up to 200° C</li>
<li>NdFeB Neodymium, iron, boron temperature resistant up to 80° C</li>
</ul>
</p>",purchase-dimension7:new-image-additional-description-dima-July2020
