ID,additional_description
5977145,"<div class=""product-description"">Industrial Control Transformer 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977146,"<div class=""product-description"">Industrial Control Transformer 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977147,"<div class=""product-description"">Industrial Control Transformer 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977148,"<div class=""product-description"">Industrial Control Transformer 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977149,"<div class=""product-description"">Industrial Control Transformer 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977150,"<div class=""product-description"">Industrial Control Transformer 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977151,"<div class=""product-description"">Industrial Control Transformer 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977228,"<div class=""product-description"">ICT .050KVA 240X480-120 F0</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li></ul></div>"
6035951,"<div class=""product-description"">ICT .500KVA 208,277 - 120 F4</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li></ul></div>"
5977139,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977138,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977137,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977129,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977130,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977123,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977124,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977122,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977125,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977126,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977127,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977128,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977131,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977132,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977133,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977134,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977135,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977136,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977121,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977120,"<div class=""product-description"">Industrial Control Transformer 240X480 Primary Volts - 120X240 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
