ID,ADDITIONAL_DESCRIPTION
859665,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Unsealed</td></tr><tr><th>(D) Roller OD: </th><td>2.500 in</td></tr><tr><th>(A) Bore Nominal: </th><td>.7500 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>1.500 in</td></tr><tr><th>(W) Overall Width: </th><td>1.5625 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>1 5/16 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.7497 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.7493 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>.7507 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>.7503 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>15280 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>33000 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 2 1/2</td></tr><tr><th>RBC P/N: </th><td>Y-80</td></tr><tr><th>Torrington P/N: </th><td>YCR – 40</td></tr></table>"
859726,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Unsealed</td></tr><tr><th>(D) Roller OD: </th><td>2.750 in</td></tr><tr><th>(A) Bore Nominal: </th><td>.7500 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>1.500 in</td></tr><tr><th>(W) Overall Width: </th><td>1.5625 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>1 5/16 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.7497 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.7493 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>.7507 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>.7503 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>15280 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>33000 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 2 3/4</td></tr><tr><th>RBC P/N: </th><td>Y-88</td></tr><tr><th>Torrington P/N: </th><td>YCR – 44</td></tr></table>"
859871,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Unsealed</td></tr><tr><th>(D) Roller OD: </th><td>3.000 in</td></tr><tr><th>(A) Bore Nominal: </th><td>1.0000 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>1.750 in</td></tr><tr><th>(W) Overall Width: </th><td>1.8125 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>1 3/4 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.9996 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.9992 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>1.0008 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>1.0003 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>20200 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>49900 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 3</td></tr><tr><th>RBC P/N: </th><td>Y-96</td></tr><tr><th>Torrington P/N: </th><td>YCR – 48</td></tr></table>"
860053,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Unsealed</td></tr><tr><th>(D) Roller OD: </th><td>3.500 in</td></tr><tr><th>(A) Bore Nominal: </th><td>1.1250 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>2.000 in</td></tr><tr><th>(W) Overall Width: </th><td>2.0625 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>2 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>1.1246 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>1.1241 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>1.1258 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>1.1253 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>24660 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>63300 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 3 1/2</td></tr><tr><th>RBC P/N: </th><td>Y-112</td></tr><tr><th>Torrington P/N: </th><td>YCR – 56</td></tr></table>"
860179,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Unsealed</td></tr><tr><th>(D) Roller OD: </th><td>4.000 in</td></tr><tr><th>(A) Bore Nominal: </th><td>1.2500 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>2.250 in</td></tr><tr><th>(W) Overall Width: </th><td>2.3125 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>2 1/4 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>1.2496 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>1.2491 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>1.2508 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>1.2503 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>35980 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>90000 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 4</td></tr><tr><th>RBC P/N: </th><td>Y-128</td></tr><tr><th>Torrington P/N: </th><td>YCR – 64</td></tr></table>"
859024,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Sealed</td></tr><tr><th>(D) Roller OD: </th><td>.750 in</td></tr><tr><th>(A) Bore Nominal: </th><td>.2500 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>.500 in</td></tr><tr><th>(W) Overall Width: </th><td>.5625 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>1/2 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.2497 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.2493 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>.2505 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>.2501 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>2140 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>4170 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 3/4-S</td></tr><tr><th>RBC P/N: </th><td>Y-24-S</td></tr><tr><th>Torrington P/N: </th><td>YCRS – 12</td></tr></table>"
859030,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Sealed</td></tr><tr><th>(D) Roller OD: </th><td>.875 in</td></tr><tr><th>(A) Bore Nominal: </th><td>.2500 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>.500 in</td></tr><tr><th>(W) Overall Width: </th><td>.5625 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>1/2 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.2497 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.2493 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>.2505 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>.2501 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>2140 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>4170 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 7/8-S</td></tr><tr><th>RBC P/N: </th><td>Y-28-S</td></tr><tr><th>Torrington P/N: </th><td>YCRS – 14</td></tr></table>"
859092,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Sealed</td></tr><tr><th>(D) Roller OD: </th><td>1.000 in</td></tr><tr><th>(A) Bore Nominal: </th><td>.3125 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>.625 in</td></tr><tr><th>(W) Overall Width: </th><td>.6875 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>5/8 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.3122 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.3118 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>.3130 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>.3126 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>3030 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>6200 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 1-S</td></tr><tr><th>RBC P/N: </th><td>Y-32-S</td></tr><tr><th>Torrington P/N: </th><td>YCRS – 16</td></tr></table>"
859091,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Sealed</td></tr><tr><th>(D) Roller OD: </th><td>1.125 in</td></tr><tr><th>(A) Bore Nominal: </th><td>.3125 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>.625 in</td></tr><tr><th>(W) Overall Width: </th><td>.6875 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>5/8 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.3122 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.3118 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>.3130 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>.3126 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>3030 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>6200 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 1 1/8-S</td></tr><tr><th>RBC P/N: </th><td>Y-36-S</td></tr><tr><th>Torrington P/N: </th><td>YCRS – 18</td></tr></table>"
859128,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Sealed</td></tr><tr><th>(D) Roller OD: </th><td>1.250 in</td></tr><tr><th>(A) Bore Nominal: </th><td>.3750 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>.750 in</td></tr><tr><th>(W) Overall Width: </th><td>.8125 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>3/4 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.3747 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.3743 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>.3755 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>.3751 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>4470 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>8600 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 1 1/4-S</td></tr><tr><th>RBC P/N: </th><td>Y-40-S</td></tr><tr><th>Torrington P/N: </th><td>YCRS – 20</td></tr></table>"
859173,"<h5>Specifications</h5><table class=""description-table""><tr><th>Item Name: </th><td>Series YR &amp; YR-X Yoke Type</td></tr><tr><th>Configuration: </th><td>Shaft Mounting</td></tr><tr><th>Type: </th><td>Sealed</td></tr><tr><th>(D) Roller OD: </th><td>1.375 in</td></tr><tr><th>(A) Bore Nominal: </th><td>.3750 in</td></tr><tr><th>Tolerance: </th><td>+.0002 -.0004 in</td></tr><tr><th>(B) Roller Width: </th><td>.750 in</td></tr><tr><th>(W) Overall Width: </th><td>.8125 in</td></tr><tr><th>(E) Min. Clamping Dia.: </th><td>3/4 in</td></tr><tr><th>Shaft Dia. Slip Fit Max.: </th><td>.3747 in</td></tr><tr><th>Shaft Dia. Slip Fit Min.: </th><td>.3743 in</td></tr><tr><th>Shaft Dia. Press Fit Max.: </th><td>.3755 in</td></tr><tr><th>Shaft Dia. Press Fit Min.: </th><td>.3751 in</td></tr><tr><th>Basic Dynamic Rating: </th><td>4470 lbs</td></tr><tr><th>Max. Static Capacity: </th><td>8600 lbs</td></tr><tr><th>McGill P/N: </th><td>CYR – 1 3/8-S</td></tr><tr><th>RBC P/N: </th><td>Y-44-S</td></tr><tr><th>Torrington P/N: </th><td>YCRS – 22</td></tr></table>"
