"ID","ATTRIBUTES"
6348929,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Mantener Los Pasillos Despejados Todo El Tiempo|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348930,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Hot|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348932,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Hot Surface Do Not Touch|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348936,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:High Pressure Steam|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348939,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Ruidoso, Necesita Protecci n Auditiva|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348943,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Zona De Cascos De Seguridad|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348945,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Material Peligroso|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348951,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Material Radioactivo|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348952,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Watch For Forklift Traffic|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348954,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Go Slow Sound Horn|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348958,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Floor Slippery When Wet|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348960,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Falling Ice|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348964,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Eye And Ear Protection Required In This Area|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348968,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Slippery Floor|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348972,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Do Not Drive Forklift With Forks Raised|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348992,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Chock Wheels|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348994,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Make Sure That Wheel Chocks Are Removed And Stowed|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348996,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Chemical Goggles Required In This Area|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6348997,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Zona Qu mica, Se Requiere Lentes De Seguridad|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349008,"Double-Sided:No|Header:Caution|Height (in):7 1/2|Legend:Admittance To Authorized Personnel Only|Sign Background Color:Yellow|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349023,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Prohibido El Paso|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349027,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Zona De Construcci n|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349028,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Keep Door Closed At All Times|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349029,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Mantener La Puerta Cerrada|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349031,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Hombres Trabajando|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349032,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Hot|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349034,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:People Working|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349043,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Alto Voltaje|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349046,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:X-Ray Radiation|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349047,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Radiaci n De Radiograf as|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349048,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Wheel Chocks Must Be Used On All Trucks During Loading And Operations At Our Docks|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349054,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Very Hot Water|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349060,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Tripping Hazard|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349061,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Peligro De Tropiezo|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349067,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Esta Instalaci n Contiene M s De Un Qu mico Que Causa Cancer, Defectos De Nacimiento Y Da os Reproductivos|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349069,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Estas Instalaci nes Son Monitoreadas, Intrusos Ser n Enjuiciados|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349077,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:La Propiedad Est Protegida Por C maras De Vigilancia|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349080,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Hot Steam|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349085,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Propiedad Privada Mantenerse Fuera|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349086,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Underground Power Cables In This Area|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349087,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Cables Subterraneos De Electricidad En Esta rea|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349088,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Not A Fire Exit|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349091,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Agua No Potable|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349096,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:No Alcoholic Beverages Beyond This Point|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349102,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Magnetic Field|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349104,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Laser In Use|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349108,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Keep Guards In Place|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349111,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Mantengase Fuera Solo Personal Autorizado En Este Lugar|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349113,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:No Personal Autorizado M s All De Este Punto|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349114,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:No Admittance|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349117,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Mantener La Puerta Cerrada|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349121,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Hidr geno|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349124,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Hot Surface Do Not Touch|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349126,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:No Cell Phones|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349130,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:High Noise Area Hearing Protection Required|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349136,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Gasoline|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349137,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Gasolina|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349138,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Forklift Trucks Operating|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349140,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Watch Your Head|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349141,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Cuidado Con Su Cabeza|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349142,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Emergency Exit Do Not Block|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349143,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Salida De Emergencia, No Bloquear|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349146,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Ear Protection Required While Equipment Is Operating|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349147,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Se Requiere Protecci n Auditiva Mientras El Equipo Est En Operaci n|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349148,"Double-Sided:No|Header:Warning|Height (in):7 1/2|Legend:Go Slow Sound Horn|Sign Background Color:Orange|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349158,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Keep Out|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349160,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:No Smoking|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349164,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Authorized Use Only|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349167,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:No Puede Entrar|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349168,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Look Out For Forklifts|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349170,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Keep Out Open Shaft|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349175,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Mantener Las Manos Lejos De Maquinar a En Servicio|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349191,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Combustible Almacenado, No Fumar|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349198,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Falling Rocks|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349203,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Peligro De Electrocarga|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349205,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Alto Voltaje|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349206,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:High Radiation Area Authorized Personnel Only|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349211,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:No Operar Sin Lentes De Seguridad|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349212,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Do Not Operate Without Guards In Place|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349215,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:No Entrar Hasta Que Los Procedimientos Sean Terminados|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349217,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Mantener La Zona De La Puerta Despejada|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349221,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Excavaci n Profunda|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349222,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Hot|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349227,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Esta M quina Tiene M s De Un Bot n Para Encender, Desconecte Todo Antes De Dar Servicio|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349233,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Terreno En Construcci n Mantenerse Fuera|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349236,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Confined Space Do Not Enter|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349238,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Confined Space Enter By Permit Only|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349239,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Espacio Confinado Entrar Solo Con Permiso|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349241,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Peligro De Electrocarga|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349255,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Amoniaco Anhidrido|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349258,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:All Drivers Must Chock Wheels|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349261,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:cido, Usar Equipo De Procteccion|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349262,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Proper Eye Protection Required|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349264,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Acetylene|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349271,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Alto Voltaje|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349276,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Permit Required Confined Space Do Not Enter|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349279,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Gr a Elevada|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349282,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Fall Hazard|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349286,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Hot Pipes Do Not Touch|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349288,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Admittance Limited To Authorized Personnel Only|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349289,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Entrada Limitada Solo A Personal Autorizado|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349292,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Unauthorized Persons Not Permitted Beyond This Point|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349297,"Double-Sided:No|Header:Danger|Height (in):7 1/2|Legend:Gas Propano No Fumar, No Flamas|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349298,"Double-Sided:No|Header:Notice|Height (in):7 1/2|Legend:No Admittance|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349299,"Double-Sided:No|Header:Notice|Height (in):7 1/2|Legend:No Admitencia|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349305,"Double-Sided:No|Header:Notice|Height (in):7 1/2|Legend:No Es Entrada|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349306,"Double-Sided:No|Header:Notice|Height (in):7 1/2|Legend:No Parking|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349309,"Double-Sided:No|Header:Notice|Height (in):7 1/2|Legend:No Se Permite Alcohol Ni Drugas En Esta Instalaci n|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349312,"Double-Sided:No|Header:Notice|Height (in):7 1/2|Legend:Drivers Chock Your Wheels|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349314,"Double-Sided:No|Header:Notice|Height (in):7 1/2|Legend:Drivers Chock Your Wheels - Mirrored|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
6349326,"Double-Sided:No|Header:Notice|Height (in):7 1/2|Legend:Authorized Employee Parking Only|Sign Background Color:White|Sign Material:Vinyl Label|Sign Shape:Rectangle|Width (in):10 1/2"
