"ID","DETAIL_ATTRIBUTES"
2291634,"Bolt Type:Shrouded|Component Type:Fastener Set (with gasket)|Coupling Type:Gear Coupling|Height (in):0.70|Includes:Fastener Set (with gasket)|Length (in):5.55|Lube/Non-Lube:Lubricated|Material:Alloy Steel / Paper|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291635,"Bolt Type:Shrouded|Bore Size Max:2.25|Bore Type:Rough Bore|Component Type:Rigid Hub|Coupling Type:Gear Coupling|Height (in):3.10|Hub Diameter (in):3|Length (in):5.00|Length Through Bore (in):1.5625|Length Through Bore (mm):39.6875|Lube/Non-Lube:Lubricated|Material:Carbon steel|Max Bore w/standard key for Rigid Hub:2.25|Measurement System:Imperial|Model:Series H|Size Code:1|Sleeve Outside Diameter (in):4.5625|Speed Max (rpm):14500"
2291639,"Bolt Type:Exposed|Component Type:Stop Plate|Coupling Type:Gear Coupling|Height (in):1.00|Includes:Stop Plate|Length (in):10.65|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Fast, Waldron and H"
2291640,"Bolt Type:Exposed|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):5.80|Includes:Spacer|Length (in):6.90|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291641,"Bolt Type:Exposed|Component Type:Vertical Slide Fastener Set|Coupling Type:Gear Coupling|Height (in):1.15|Includes:Fasteners & Gasket|Length (in):5.70|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Fast, Waldron and H"
2291642,"Bolt Type:Exposed/Shrouded|Component Type:Gasket|Coupling Type:Gear Coupling|Height (in):0.35|Includes:Gasket|Length (in):5.90|Lube/Non-Lube:Lubricated|Material:Paper|Measurement System:Imperial|Model:FASTS & Series H|Series:Model B"
2291647,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):4.50|Includes:Spacer|Length (in):6.30|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291648,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):4.90|Includes:Spacer|Length (in):7.50|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Waldron and H"
2291649,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):7.70|Includes:Spacer|Length (in):8.60|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291650,"Bolt Type:Shrouded|Component Type:Vertical Slide Fastener Set|Coupling Type:Gear Coupling|Height (in):5.87|Includes:Fasteners & Gasket|Length (in):5.87|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Fast, Waldron and H"
2291659,"Bolt Circle:4.8125|Bolt Type:Exposed|Bore Size Max:2.25|Bore Type:Rough Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:8|Fastener Size & Length:3/8 x 2|Hub Diameter (in):3.125|Length Through Bore (in):1.9375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Overall Length (in):3.5625|Rating HP @ 100 RPM:27|Speed Max (rpm):12000|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291660,"Bolt Circle:4.8125|Bolt Type:Exposed|Bore Size Max:2.25|Bore Type:Finished Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:8|Fastener Size & Length:3/8 x 2|Height (in):7.00|Length (in):9.50|Length Through Bore (in):1.9375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Overall Length (in):3.5625|Rating HP @ 100 RPM:27|Speed Max (rpm):12000|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291665,"Bolt Type:Exposed|Bore Size Max:2.25|Bore Type:Rough Bore|Configuration:Flex Rigid|Coupling Type:Gear Coupling|Fastener Quantity:8|Fastener Size & Length:3/8 x 2|Length Through Bore (in):1.84375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Max Bore w/standard key for Flex Hub:2.25|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Overall Length (in):3.718|Rating HP @ 100 RPM:27|Speed Max (rpm):12000|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291666,"Bolt Type:Exposed|Bore Size Max:2.25|Bore Type:Finished Bore|Configuration:Flex Rigid|Coupling Type:Gear Coupling|Fastener Quantity:8|Fastener Size & Length:3/8 x 2|Length Through Bore (in):1.84375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Max Bore w/standard key for Flex Hub:2.25|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Rating HP @ 100 RPM:27|Speed Max (rpm):12000|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291669,"Bolt Circle:4.8125|Bolt Type:Exposed|Component Type:Standard Sleeve|Coupling Type:Gear Coupling|Height (in):2.50|Length (in):6.30|Lube/Non-Lube:Lubricated|Measurement System:Imperial|Model:Series H|Sleeve Material:Steel|Sleeve Overall Length (in):1.78125|Sleeve Type:Flanged|Speed Max (rpm):12000"
2291670,"Bolt Type:Exposed|Bore Size Max:2.25|Bore Type:Finished Bore|Configuration:Short Slide Full Flex|Coupling Type:Gear Coupling|Length Through Bore (in):1.9375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth|Total Slide Full Flex:0.375"
2291671,"Bolt Type:Exposed|Bore Size Max:2.25|Bore Type:Finished Bore|Configuration:Short Slide Flex Rigid|Coupling Type:Gear Coupling|Length Through Bore (in):1.84375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth|Total Slide Flex Rigid:0.21875"
2291672,"Bolt Type:Exposed|Component Type:Slide Sleeve|Coupling Type:Gear Coupling|Height (in):2.80|Includes:Slide Sleeve|Length (in):6.30|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Series H|Series:Waldron"
2291673,"Bore Size Max:2.25|Bore Type:Rough Bore|Component Type:Flex Hub|Coupling Type:Gear Coupling|Height (in):2.90|Hub Diameter (in):3.125|Length (in):4.50|Length Through Bore (in):1.9375|Length Through Bore (mm):49.2125|Lube/Non-Lube:Lubricated|Material:Carbon steel|Max Bore w/standard key:2.25|Measurement System:Imperial|Model:Series H|Size Code:1.5|Sleeve Outside Diameter (in):6|Speed Max (rpm):12000"
2291689,"Bolt Type:Exposed/Shrouded|Component Type:Limited End Float Disc|Coupling Type:Gear Coupling|Includes:End Float Plate|Lube/Non-Lube:Lubricated|Material:Phenolic Disc|Measurement System:Imperial|Model:Series H|Series:Series H|Total LEF:0.125"
2291690,"Bore Size Max:2.25|Bore Type:Rough Bore|Component Type:Mill Motor Hub|Coupling Type:Gear Coupling|Height (in):8.00|Hub Diameter (in):3.129|Length (in):6.00|Length Through Bore (in):3.875|Length Through Bore (mm):98.425|Lube/Non-Lube:Lubricated|Material:Carbon steel|Max Bore w/standard key:2.25|Measurement System:Imperial|Model:Series H|Size Code:1.5|Sleeve Outside Diameter (in):6|Speed Max (rpm):12000"
2291691,"Bore Size Max:1.749|Bore Type:Taper Bore|Component Type:Mill Motor Hub|Coupling Type:Gear Coupling|Hub Diameter (in):3.129|Length Through Bore (in):3.3125|Length Through Bore (mm):84.1375|Lube/Non-Lube:Lubricated|Material:Carbon steel|Max Bore w/standard key:2.25|Measurement System:Imperial|Model:Series H|Size Code:1.5|Sleeve Outside Diameter (in):6|Speed Max (rpm):12000"
2291692,"Bore Size Max:1.999|Bore Type:Taper Bore|Component Type:Mill Motor Hub|Coupling Type:Gear Coupling|Hub Diameter (in):3.129|Length Through Bore (in):3.875|Length Through Bore (mm):98.425|Lube/Non-Lube:Lubricated|Material:Carbon steel|Max Bore w/standard key:2.25|Measurement System:Imperial|Model:Series H|Size Code:1.5|Sleeve Outside Diameter (in):6|Speed Max (rpm):12000"
2291693,"Bolt Circle:4.8125|Bolt Type:Shrouded|Bore Size Max:2.25|Bore Type:Finished Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:8|Fastener Size & Length:3/8 x 1|Hub Diameter (in):3.125|Length Through Bore (in):1.9375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Overall Length (in):3.5625|Rating HP @ 100 RPM:27|Speed Max (rpm):12000|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291698,"Bolt Type:Shrouded|Bore Size Max:2.25|Bore Type:Rough Bore|Configuration:Flex Rigid|Coupling Type:Gear Coupling|Fastener Quantity:8|Fastener Size & Length:3/8 x 1|Hub Diameter (in):3.8125|Length Through Bore (in):1.84375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Max Bore w/standard key for Flex Hub:2.25|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Overall Length (in):3.938|Rating HP @ 100 RPM:27|Speed Max (rpm):12000|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291699,"Bolt Type:Shrouded|Bore Size Max:2.25|Bore Type:Finished Bore|Configuration:Flex Rigid|Coupling Type:Gear Coupling|Fastener Quantity:8|Fastener Size & Length:3/8 x 1|Length Through Bore (in):1.84375|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Max Bore w/standard key for Flex Hub:2.25|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Rating HP @ 100 RPM:27|Speed Max (rpm):12000|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291700,"Bolt Circle:4.8125|Bolt Type:Shrouded|Component Type:Standard Sleeve|Coupling Type:Gear Coupling|Height (in):2.30|Length (in):6.30|Lube/Non-Lube:Lubricated|Measurement System:Imperial|Model:Series H|Sleeve Material:Steel|Sleeve Overall Length (in):1.78125|Sleeve Type:Flanged|Speed Max (rpm):12000"
2291701,"Bolt Type:Exposed/Shrouded|Component Type:Seal|Coupling Type:Gear Coupling|Height (in):0.65|Includes:Seal|Length (in):3.50|Lube/Non-Lube:Lubricated|Material:Rubber|Measurement System:Imperial|Model:Series H|Series:Series H"
2291702,"Bolt Circle:3.75|Bolt Type:Exposed|Bore Size Max:1.625|Bore Type:Rough Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:1/4 x 1 1/2|Length Through Bore (in):1.6875|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Overall Length (in):3.0625|Rating HP @ 100 RPM:12|Speed Max (rpm):14500|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291703,"Bolt Circle:3.75|Bolt Type:Exposed|Bore Size Max:1.625|Bore Type:Finished Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:1/4 x 1 1/2|Hub Diameter (in):2.375|Length Through Bore (in):1.6875|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Overall Length (in):3.0625|Rating HP @ 100 RPM:12|Speed Max (rpm):14500|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291708,"Bolt Type:Exposed|Bore Size Max:1.625|Bore Type:Rough Bore|Configuration:Flex Rigid|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:1/4 x 1 1/2|Length Through Bore (in):1.5625|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Max Bore w/standard key for Flex Hub:1.625|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Overall Length (in):3.188|Rating HP @ 100 RPM:12|Speed Max (rpm):14500|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291709,"Bolt Type:Exposed|Bore Size Max:1.625|Bore Type:Finished Bore|Configuration:Flex Rigid|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:1/4 x 1 1/2|Length Through Bore (in):1.5625|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Max Bore w/standard key for Flex Hub:1.625|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Rating HP @ 100 RPM:12|Speed Max (rpm):14500|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291710,"Bolt Circle:3.75|Bolt Type:Exposed|Component Type:Standard Sleeve|Coupling Type:Gear Coupling|Height (in):3.10|Length (in):5.00|Lube/Non-Lube:Lubricated|Measurement System:Imperial|Model:Series H|Sleeve Material:Steel|Sleeve Overall Length (in):1.53125|Sleeve Type:Flanged|Speed Max (rpm):14500"
2291711,"Bolt Type:Exposed|Bore Size Max:1.625|Bore Type:Finished Bore|Configuration:Short Slide Flex Rigid|Coupling Type:Gear Coupling|Length Through Bore (in):1.6875|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth|Total Slide Flex Rigid:0.09375|Total Slide Full Flex:0.125"
2291712,"Bolt Type:Exposed|Bore Size Max:1.625|Bore Type:Finished Bore|Configuration:Short Slide Flex Rigid|Coupling Type:Gear Coupling|Length Through Bore (in):1.5625|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth|Total Slide Flex Rigid:0.09375"
2291713,"Bore Size Max:1.625|Bore Type:Rough Bore|Component Type:Flex Hub|Coupling Type:Gear Coupling|Height (in):2.00|Hub Diameter (in):2.375|Length (in):3.50|Length Through Bore (in):1.6875|Length Through Bore (mm):42.8625|Lube/Non-Lube:Lubricated|Material:Carbon steel|Max Bore w/standard key:1.625|Measurement System:Imperial|Model:Series H|Size Code:1|Sleeve Outside Diameter (in):4.5625|Speed Max (rpm):14500"
2291724,"Bolt Type:Exposed/Shrouded|Component Type:Limited End Float Disc|Coupling Type:Gear Coupling|Includes:End Float Plate|Lube/Non-Lube:Lubricated|Material:Phenolic Disc|Measurement System:Imperial|Model:Series H|Series:Series H|Total LEF:0.125"
2291725,"Bolt Circle:3.75|Bolt Type:Shrouded|Bore Size Max:1.625|Bore Type:Rough Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:1/4 x 7/8|Length Through Bore (in):1.6875|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Overall Length (in):3.0625|Rating HP @ 100 RPM:12|Speed Max (rpm):14500|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291726,"Bolt Circle:3.75|Bolt Type:Shrouded|Bore Size Max:1.625|Bore Type:Finished Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:1/4 x 7/8|Length Through Bore (in):1.6875|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.531|Overall Length (in):3.0625|Rating HP @ 100 RPM:12|Speed Max (rpm):14500|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291731,"Bolt Circle:3.75|Bolt Type:Shrouded|Bore Size Max:1.625|Bore Type:Rough Bore|Configuration:Flex Rigid|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:1/4 x 7/8|Hub Diameter (in):3|Length Through Bore (in):1.5625|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Max Bore w/standard key for Flex Hub:1.625|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Overall Length (in):3.0625|Rating HP @ 100 RPM:12|Speed Max (rpm):14500|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291732,"Bolt Type:Shrouded|Bore Size Max:1.625|Bore Type:Finished Bore|Configuration:Flex Rigid|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:1/4 x 7/8|Length Through Bore (in):1.5625|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Max Bore w/standard key for Flex Hub:1.625|Measurement System:Imperial|Min Compatible Bore Size (in):0|Min Compatible Bore Size Flex Hub (in):0.53125|Rating HP @ 100 RPM:12|Speed Max (rpm):14500|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291733,"Bolt Circle:3.75|Bolt Type:Shrouded|Component Type:Standard Sleeve|Coupling Type:Gear Coupling|Height (in):3.10|Length (in):5.10|Lube/Non-Lube:Lubricated|Measurement System:Imperial|Model:Series H|Sleeve Material:Steel|Sleeve Overall Length (in):1.53125|Sleeve Type:Flanged|Speed Max (rpm):14500"
2291734,"Bolt Type:Exposed/Shrouded|Component Type:Seal|Coupling Type:Gear Coupling|Height (in):0.55|Includes:Seal|Length (in):6.55|Lube/Non-Lube:Lubricated|Material:Rubber|Measurement System:Imperial|Model:Series H|Series:Fast, Series H, Waldron"
2291735,"Bolt Type:Exposed|Component Type:Gasket|Coupling Type:Gear Coupling|Includes:Gasket|Lube/Non-Lube:Lubricated|Material:Paper|Measurement System:Imperial|Model:Waldron|Series:Waldron"
2291736,"Bolt Type:Exposed|Component Type:Stop Plate|Coupling Type:Gear Coupling|Height (in):0.95|Includes:Stop Plate|Length (in):8.20|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Series H|Series:Waldron"
2291737,"Bolt Type:Exposed|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):5.20|Includes:Spacer|Length (in):7.10|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291738,"Bolt Type:Exposed|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):7.60|Includes:Spacer|Length (in):8.80|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Model B"
2291739,"Bolt Type:Exposed|Component Type:Vertical Slide Fastener Set|Coupling Type:Gear Coupling|Height (in):1.35|Includes:Vertical Slide Fastener Set|Length (in):7.50|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Series H"
2291744,"Bolt Type:Shrouded|Component Type:Gasket|Coupling Type:Gear Coupling|Height (in):0.60|Includes:Gasket|Length (in):7.30|Lube/Non-Lube:Lubricated|Material:Paper|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291745,"Bolt Type:Shrouded|Component Type:Stop Plate|Coupling Type:Gear Coupling|Includes:Stop Plate|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Fast, Waldron and H"
2291746,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):3.90|Includes:Spacer|Length (in):8.60|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Waldron and H"
2291747,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):6.40|Includes:Spacer|Length (in):8.30|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291748,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):5.40|Includes:Spacer|Length (in):7.00|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291749,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):7.40|Includes:Spacer|Length (in):8.70|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291752,"Bolt Type:Exposed|Component Type:Gasket|Coupling Type:Gear Coupling|Height (in):0.65|Includes:Gasket|Length (in):8.35|Lube/Non-Lube:Lubricated|Material:Paper|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291753,"Bolt Type:Exposed|Component Type:Stop Plate|Coupling Type:Gear Coupling|Height (in):1.30|Includes:Stop Plate|Length (in):8.45|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Fast, Waldron and H"
2291754,"Bolt Type:Exposed|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):7.50|Includes:Spacer|Length (in):8.70|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291755,"Bolt Type:Exposed|Component Type:Vertical Slide Fastener Set|Coupling Type:Gear Coupling|Height (in):1.75|Includes:Vertical Slide Fastener Set|Length (in):7.55|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Fast, Series H, Waldron"
2291761,"Bolt Type:Shrouded|Component Type:Gasket|Coupling Type:Gear Coupling|Height (in):0.55|Includes:Gasket|Length (in):8.35|Lube/Non-Lube:Lubricated|Material:Paper|Measurement System:Imperial|Model:Waldron"
2291762,"Bolt Type:Shrouded|Component Type:Stop Plate|Coupling Type:Gear Coupling|Includes:Stop Plate|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Fast, Waldron and H"
2291763,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):7.40|Includes:Spacer|Length (in):8.60|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291764,"Bolt Type:Shrouded|Component Type:Spacer|Coupling Type:Gear Coupling|Height (in):7.50|Includes:Spacer|Length (in):8.60|Lube/Non-Lube:Lubricated|Material:Carbon steel|Measurement System:Imperial|Model:Waldron|Series:Fast, Series H, Waldron"
2291765,"Bolt Type:Shrouded|Component Type:Vertical Slide Fastener Set|Coupling Type:Gear Coupling|Height (in):5.87|Includes:Fasteners & Gasket|Length (in):5.87|Lube/Non-Lube:Lubricated|Material:Alloy steel|Measurement System:Imperial|Model:Series H|Series:Fast, Waldron and H"
2291780,"Bolt Circle:7.125|Bolt Type:Exposed|Bore Size Max:3.5|Bore Type:Rough Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:5/8 x 2 3/4|Length Through Bore (in):3.03125|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.9375|Overall Length (in):5.375|Rating HP @ 100 RPM:90|Speed Max (rpm):7900|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
2291781,"Bolt Circle:7.125|Bolt Type:Exposed|Bore Size Max:3.5|Bore Type:Finished Bore|Configuration:Full Flex|Coupling Type:Gear Coupling|Fastener Quantity:6|Fastener Size & Length:5/8 x 2 3/4|Length Through Bore (in):3.03125|Lube/Non-Lube:Lubricated|Material:Medium Carbon Steel|Measurement System:Imperial|Min Compatible Bore Size (in):0.9375|Overall Length (in):5.375|Rating HP @ 100 RPM:90|Speed Max (rpm):7900|Style:Series H|Tooth Profile:Straight faced, Involute Stub Tooth"
