"ID","DETAIL_ATTRIBUTES"
483426,"Chain Material:WLF|Chain Pitch:50 mm|Chain Width (in):2.09 in|Chain Width (mm):53.09 mm|Curve Retention Type:Corner Disc|Height (in):0.00|Length (in):0.00|Rod/Pin Material:Stainless steel|Series:Multi-flex|Straight or Side-Flex:Side-flexing|Surface Type:Solid-Top|Volume:0|Width (in):0.00"
483527,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483529,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483531,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483532,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483534,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483537,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483538,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483541,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483545,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483547,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483548,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483552,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483553,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483556,"Height (in):14.00|Length (in):29.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.865|Volume unit:Hectoliter|Width (in):13.00"
483557,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483559,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483560,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483563,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483573,"Height (in):14.00|Length (in):29.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.865|Volume unit:Hectoliter|Width (in):13.00"
483575,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483577,"Height (in):14.00|Length (in):15.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.067|Volume unit:Hectoliter|Width (in):31.00"
483579,"Height (in):14.00|Length (in):29.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.865|Volume unit:Hectoliter|Width (in):13.00"
483582,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483584,"Height (in):14.00|Length (in):29.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.865|Volume unit:Hectoliter|Width (in):13.00"
483589,"Height (in):13.00|Length (in):42.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:2.774|Volume unit:Hectoliter|Width (in):31.00"
483593,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483597,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483598,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483600,"Height (in):29.00|Length (in):13.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.618|Volume unit:Hectoliter|Width (in):10.00"
483602,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483604,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483605,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483611,"Height (in):14.00|Length (in):29.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0.865|Volume unit:Hectoliter|Width (in):13.00"
483613,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.5 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483615,"Height (in):14.00|Length (in):29.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0.865|Volume unit:Hectoliter|Width (in):13.00"
483619,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483621,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483623,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483663,"Height (in):14.00|Length (in):31.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483665,"Height (in):14.00|Length (in):31.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483666,"Height (in):14.00|Length (in):31.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483668,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483671,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483672,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483675,"Height (in):14.00|Length (in):31.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483676,"Height (in):14.00|Length (in):31.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483683,"Height (in):14.00|Length (in):31.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483687,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483688,"Height (in):14.00|Length (in):31.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483691,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483693,"Height (in):14.00|Length (in):14.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):31.00"
483696,"Height (in):14.00|Length (in):31.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483710,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483713,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483719,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483723,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483726,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483736,"Height (in):14.00|Length (in):31.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0.996|Volume unit:Hectoliter|Width (in):14.00"
483740,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483875,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483877,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483880,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483882,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483883,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483885,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483886,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483889,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483892,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483893,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483894,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483895,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483897,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483898,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483899,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483900,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483901,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483903,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483904,"Height (in):14.00|Length (in):36.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.156|Volume unit:Hectoliter|Width (in):14.00"
483906,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483908,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483910,"Height (in):14.00|Length (in):36.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.156|Volume unit:Hectoliter|Width (in):14.00"
483914,"Height (in):14.00|Length (in):13.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.074|Volume unit:Hectoliter|Width (in):36.00"
483917,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483920,"Height (in):14.00|Length (in):36.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.156|Volume unit:Hectoliter|Width (in):14.00"
483924,"Height (in):14.00|Length (in):14.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.124|Volume unit:Hectoliter|Width (in):35.00"
483926,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483927,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483930,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483931,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483932,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483933,"Height (in):14.00|Length (in):17.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.443|Volume unit:Hectoliter|Width (in):37.00"
483942,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483945,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483952,"Height (in):36.00|Length (in):13.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.767|Volume unit:Hectoliter|Width (in):10.00"
483955,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483957,"Height (in):12.00|Length (in):35.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.062|Volume unit:Cubic meter|Width (in):9.00"
483960,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483963,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483968,"Height (in):12.00|Length (in):35.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.062|Volume unit:Cubic meter|Width (in):9.00"
483970,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483974,"Height (in):35.00|Length (in):15.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.377|Volume unit:Hectoliter|Width (in):16.00"
483976,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483978,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483982,"Height (in):14.00|Length (in):36.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:1.156|Volume unit:Hectoliter|Width (in):14.00"
483985,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483986,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483992,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
483997,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484003,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484006,"Height (in):35.00|Length (in):13.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0.746|Volume unit:Hectoliter|Width (in):10.00"
484009,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484015,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484024,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484032,"Height (in):14.00|Length (in):36.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:1.156|Volume unit:Hectoliter|Width (in):14.00"
484034,"Height (in):14.00|Length (in):36.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:1.156|Volume unit:Hectoliter|Width (in):14.00"
484066,"Height (in):0.00|Length (in):0.00|Roll Diameter:6.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484067,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484068,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484069,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484072,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484074,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484075,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484079,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484083,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484084,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484085,"Height (in):0.00|Length (in):0.00|Roll Diameter:4.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484087,"Height (in):15.00|Length (in):41.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.512|Volume unit:Hectoliter|Width (in):15.00"
484088,"Height (in):15.00|Length (in):41.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.512|Volume unit:Hectoliter|Width (in):15.00"
484089,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484090,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484091,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484092,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484093,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484095,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484096,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484097,"Height (in):14.00|Length (in):13.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.253|Volume unit:Hectoliter|Width (in):42.00"
484098,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484101,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484102,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484105,"Height (in):15.00|Length (in):41.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:1.512|Volume unit:Hectoliter|Width (in):15.00"
484106,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484110,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484120,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484122,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484124,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484128,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484134,"Height (in):41.00|Length (in):13.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.873|Volume unit:Hectoliter|Width (in):10.00"
484136,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484138,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484142,"Height (in):41.00|Length (in):13.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.873|Volume unit:Hectoliter|Width (in):10.00"
484144,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484145,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484149,"Height (in):16.00|Length (in):41.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0.967|Volume unit:Hectoliter|Width (in):9.00"
484151,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484152,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
484154,"Height (in):0.00|Length (in):0.00|Roll Diameter:5.0 in|Series:Rex Classic|Volume:0|Width (in):0.00"
