file-name,catalog-number,list-price,net-price,is-product-not-found
3-3176.xhtml,RC151,$736.00,$478.40,
3-3177.xhtml,RC1014,"$1,131.00",$735.15,
3-3178.xhtml,RC1012,"$1,037.00",$674.05,
3-3179.xhtml,RC1010,$927.00,$602.55,
3-318.xhtml,TRFL2502C,,,
3-3180.xhtml,RC108,$806.00,$523.90,
3-3181.xhtml,RC106NV,"$1,059.00",$688.35,
3-3182.xhtml,RC106,$696.00,$452.40,
3-3183.xhtml,RC104,$632.00,$410.80,
3-3184.xhtml,RC102NV,$818.00,$531.70,
3-3185.xhtml,RC102,$570.00,$370.50,
3-3186.xhtml,RC101,$562.00,$365.30,
3-3187.xhtml,RC59,$783.00,$508.95,
3-3188.xhtml,RC57,$651.00,$423.15,
3-3189.xhtml,RC55,$528.00,$343.20,
3-319.xhtml,TRFL2502,"$1,757.00","$1,142.05",
3-3190.xhtml,RC53ST,$736.00,$478.40,
3-3191.xhtml,RC53NV,$828.00,$538.20,
3-3192.xhtml,RC53,$509.00,$330.85,
3-3193.xhtml,RC51,$490.00,$318.50,
3-3194.xhtml,RC50,$471.00,$306.15,
3-3195.xhtml,RB25,$427.00,$277.55,
3-3196.xhtml,RB15,$337.00,$219.05,
3-3197.xhtml,RB10,$237.00,$154.05,
3-3198.xhtml,RB5,$210.00,$136.50,
3-3199.xhtml,RATWS,$653.00,$424.45,
3-32.xhtml,XC1502TE,"$8,213.00","$5,338.45",
3-320.xhtml,TRFL2012C,,,
3-3200.xhtml,RATWL,"$1,120.00",$728.00,
3-3201.xhtml,RAS270,,,
3-3202.xhtml,RAS160,"$4,694.00","$3,051.10",
3-3203.xhtml,RAS100,,,
3-3204.xhtml,RAS50,,,
3-3205.xhtml,RAS25,,,
3-3206.xhtml,RAR1508,"$10,387.00","$6,751.55",
3-3207.xhtml,RAR15010,"$10,780.00","$7,007.00",
3-3208.xhtml,RAR1506,"$9,990.00","$6,493.50",
3-3209.xhtml,RAR1504,"$9,594.00","$6,236.10",
3-321.xhtml,TRFL2012,"$1,763.00","$1,145.95",
3-3210.xhtml,RAR1502,"$9,200.00","$5,980.00",
3-3211.xhtml,RAR10010,"$9,108.00","$5,920.20",
3-3212.xhtml,RAR1008,"$8,057.00","$5,237.05",
3-3213.xhtml,RAR1006,"$7,001.00","$4,550.65",
3-3214.xhtml,RAR1004,"$6,091.00","$3,959.15",
3-3215.xhtml,RAR5010,"$5,902.00","$3,836.30",
3-3216.xhtml,RAR508,"$4,985.00","$3,240.25",
3-3217.xhtml,RAR1002,"$5,176.00","$3,364.40",
3-3218.xhtml,RAR506,"$4,415.00","$2,869.75",
3-3219.xhtml,RAR504,"$3,843.00","$2,497.95",
3-322.xhtml,TRFL2010C,,,
3-3220.xhtml,RAR502,"$3,349.00","$2,176.85",
3-3221.xhtml,RAR3010,"$3,649.00","$2,371.85",
3-3222.xhtml,RAR308,"$3,465.00","$2,252.25",
3-3223.xhtml,RAR304,"$3,093.00","$2,010.45",
3-3224.xhtml,RAR306,"$3,278.00","$2,130.70",
3-3225.xhtml,RAR302,"$2,906.00","$1,888.90",
3-3226.xhtml,RAR2010,"$2,938.00","$1,909.70",
3-3227.xhtml,RAR208,"$2,801.00","$1,820.65",
3-3228.xhtml,RAR206,"$2,662.00","$1,730.30",
3-3229.xhtml,RAR204,"$2,520.00","$1,638.00",
3-323.xhtml,TRFL2010,"$1,706.00","$1,108.90",
3-3230.xhtml,RAR202,"$2,380.00","$1,547.00",
3-3231.xhtml,RAL270,,,
3-3232.xhtml,RAL160,,,
3-3233.xhtml,RAL100,,,
3-3234.xhtml,RAL75,,,
3-3235.xhtml,RAL50,,,
3-3236.xhtml,RAL25,,,
3-3237.xhtml,RAI270,,,
3-3238.xhtml,RAI160,,,
3-3239.xhtml,RAI100,,,
3-324.xhtml,TRFL2006C,,,
3-3240.xhtml,RAI75,,,
3-3241.xhtml,RAI50,"$3,817.00","$2,481.05",
3-3242.xhtml,RAI25,,,
3-3243.xhtml,RAH270,,,
3-3244.xhtml,RAH160,,,
3-3245.xhtml,RAH100,,,
3-3246.xhtml,RAH75,"$2,403.00","$1,561.95",
3-3247.xhtml,RAH50,,,
3-3248.xhtml,RAH25,,,
3-3249.xhtml,RACL15010,,,
3-325.xhtml,TRFL2006,"$1,595.00","$1,036.75",
3-3250.xhtml,RACL1508,"$15,201.00","$9,880.65",
3-3251.xhtml,RACL1506,"$10,335.00","$6,717.75",
3-3252.xhtml,RACL1504,"$7,398.00","$4,808.70",
3-3253.xhtml,RACL1502,"$6,442.00","$4,187.30",
3-3254.xhtml,RACL10010,"$7,351.00","$4,778.15",
3-3255.xhtml,RACL1008,"$6,911.00","$4,492.15",
3-3256.xhtml,RACL1006,"$6,475.00","$4,208.75",
3-3257.xhtml,RACL1004,"$5,938.00","$3,859.70",
3-3258.xhtml,RACL1002,"$5,597.00","$3,638.05",
3-3259.xhtml,RACL5010,"$4,467.00","$2,903.55",
3-326.xhtml,TRFL2004C,,,
3-3260.xhtml,RACL508,"$4,183.00","$2,718.95",
3-3261.xhtml,RACL506,"$3,936.00","$2,558.40",
3-3262.xhtml,RACL504,"$3,786.00","$2,460.90",
3-3263.xhtml,RACL502,"$3,438.00","$2,234.70",
3-3264.xhtml,RACL3010,"$3,648.00","$2,371.20",
3-3265.xhtml,RACL308,"$3,488.00","$2,267.20",
3-3266.xhtml,RACL306,"$3,332.00","$2,165.80",
3-3267.xhtml,RACL304,"$3,169.00","$2,059.85",
3-3268.xhtml,RACL2010,"$3,430.00","$2,229.50",
3-3269.xhtml,RACL208,"$3,301.00","$2,145.65",
3-327.xhtml,TRFL2004,"$1,535.00",$997.75,
3-3270.xhtml,RACL206,"$3,160.00","$2,054.00",
3-3271.xhtml,RACL204,"$3,023.00","$1,964.95",
3-3272.xhtml,RACL202,"$2,886.00","$1,875.90",
3-3273.xhtml,RACL302,"$3,066.00","$1,992.90",
3-3274.xhtml,RACH15010,"$22,811.00","$14,827.15",
3-3275.xhtml,RACH1508,"$17,530.00","$11,394.50",
3-3276.xhtml,RACH1506,"$14,899.00","$9,684.35",
3-3277.xhtml,RACH1504,"$12,267.00","$7,973.55",
3-3278.xhtml,RACH1502,"$9,636.00","$6,263.40",
3-3279.xhtml,RACH10010,"$12,978.00","$8,435.70",
3-328.xhtml,TRFL2002C,,,
3-3280.xhtml,RACH1008,"$12,054.00","$7,835.10",
3-3281.xhtml,RACH1006,"$11,131.00","$7,235.15",
3-3282.xhtml,RACH1004,"$10,205.00","$6,633.25",
3-3283.xhtml,RACH1002,"$9,619.00","$6,252.35",
3-3284.xhtml,RACH6010,"$7,799.00","$5,069.35",
3-3285.xhtml,RACH608,"$7,051.00","$4,583.15",
3-3286.xhtml,RACH606,"$6,135.00","$3,987.75",
3-3287.xhtml,RACH604,"$5,213.00","$3,388.45",
3-3288.xhtml,RACH602,"$4,293.00","$2,790.45",
3-3289.xhtml,RACH3010,"$4,654.00","$3,025.10",
3-329.xhtml,TRFL2002,"$1,488.00",$967.20,
3-3290.xhtml,RACH308,"$4,216.00","$2,740.40",
3-3291.xhtml,RACH306,"$3,778.00","$2,455.70",
3-3292.xhtml,RACH304,"$3,344.00","$2,173.60",
3-3293.xhtml,RACH302,"$2,908.00","$1,890.20",
3-3294.xhtml,RACH2010,"$3,430.00","$2,229.50",
3-3295.xhtml,RACH208,"$3,221.00","$2,093.65",
3-3296.xhtml,RACH206,"$3,011.00","$1,957.15",
3-3297.xhtml,RACH204,"$2,802.00","$1,821.30",
3-3298.xhtml,RACH202,"$2,595.00","$1,686.75",
3-3299.xhtml,RAC15010,"$9,840.00","$6,396.00",
3-33.xhtml,ZU4608MB,"$6,181.00","$4,017.65",
3-330.xhtml,TRFL1512C,,,
3-3300.xhtml,RAC1508,"$9,477.00","$6,160.05",
3-3301.xhtml,RAC1506,"$9,481.00","$6,162.65",
3-3302.xhtml,RAC1504,"$8,754.00","$5,690.10",
3-3303.xhtml,RAC1502,"$8,393.00","$5,455.45",
3-3304.xhtml,RAC10010,"$7,588.00","$4,932.20",
3-3305.xhtml,RAC1008,"$6,771.00","$4,401.15",
3-3306.xhtml,RAC1006,"$5,433.00","$3,531.45",
3-3307.xhtml,RAC1004,"$4,542.00","$2,952.30",
3-3308.xhtml,RAC1002,"$3,649.00","$2,371.85",
3-3309.xhtml,RAC5010,"$3,426.00","$2,226.90",
3-331.xhtml,TRFL1512,,,
3-3310.xhtml,RAC508,"$2,877.00","$1,870.05",
3-3311.xhtml,RAC506,"$2,598.00","$1,688.70",
3-3312.xhtml,RAC504,"$2,451.00","$1,593.15",
3-3313.xhtml,RAC502,"$2,209.00","$1,435.85",
3-3314.xhtml,RAC3010,"$2,549.00","$1,656.85",
3-3315.xhtml,RAC308,"$2,360.00","$1,534.00",
3-3316.xhtml,RAC306,"$2,274.00","$1,478.10",
3-3317.xhtml,RAC304,"$2,187.00","$1,421.55",
3-3318.xhtml,RAC302,"$2,090.00","$1,358.50",
3-3319.xhtml,RAC2010,"$2,370.00","$1,540.50",
3-332.xhtml,TRFL1510C,,,
3-3320.xhtml,RAC208,"$2,102.00","$1,366.30",
3-3321.xhtml,RAC206,"$1,923.00","$1,249.95",
3-3322.xhtml,RAC204,"$1,775.00","$1,153.75",
3-3323.xhtml,RAC202,"$1,623.00","$1,054.95",
3-3324.xhtml,RA1010,"$1,046.00",$679.90,
3-3325.xhtml,RA106,$917.00,$596.05,
3-3326.xhtml,PUJ1401E,"$4,608.00","$2,995.20",
3-3327.xhtml,PUJ1401B,"$4,608.00","$2,995.20",
3-3328.xhtml,PUJ1400E,"$4,466.00","$2,902.90",
3-3329.xhtml,PUJ1400B,"$4,466.00","$2,902.90",
3-333.xhtml,TRFL1510,"$1,446.00",$939.90,
3-3330.xhtml,PUJ1201E,"$4,003.00","$2,601.95",
3-3331.xhtml,PUJ1201B,"$4,003.00","$2,601.95",
3-3332.xhtml,PUJ1200E,"$3,865.00","$2,512.25",
3-3333.xhtml,PUJ1200B,"$3,865.00","$2,512.25",
3-3334.xhtml,PUD1301E,"$4,297.00","$2,793.05",
3-3335.xhtml,PUD1301B,"$4,297.00","$2,793.05",
3-3336.xhtml,PUD1300E,"$4,145.00","$2,694.25",
3-3337.xhtml,PUD1300B,"$4,145.00","$2,694.25",
3-3338.xhtml,PUD1101B,"$4,263.00","$2,770.95",
3-3339.xhtml,PUD1100E,"$4,112.00","$2,672.80",
3-334.xhtml,TRFL1506C,,,
3-3340.xhtml,PUD1100B,"$4,112.00","$2,672.80",
3-3341.xhtml,PTW6000C,"$12,951.00","$8,418.15",
3-3342.xhtml,PTW3000C,"$11,073.00","$7,197.45",
3-3343.xhtml,PTW2000C,"$10,097.00","$6,563.05",
3-3344.xhtml,PTW1000C,"$8,353.00","$5,429.45",
3-3345.xhtml,PTW6000,"$12,054.00","$7,835.10",
3-3346.xhtml,PTW3000,"$10,178.00","$6,615.70",
3-3347.xhtml,PTW2000,"$9,202.00","$5,981.30",
3-3348.xhtml,PTW1000,"$7,459.00","$4,848.35",
3-3349.xhtml,,,,/file/general/404top.png
3-335.xhtml,TRFL1506,,,
3-3350.xhtml,PRUS2037,"$4,770.00","$3,100.50",
3-3351.xhtml,PRUS2026,"$3,762.00","$2,445.30",
3-3352.xhtml,PRUS1537,"$3,608.00","$2,345.20",
3-3353.xhtml,PRUS1526,"$2,898.00","$1,883.70",
3-3354.xhtml,PRUS137,"$3,274.00","$2,128.10",
3-3355.xhtml,PRUS126,"$2,093.00","$1,360.45",
3-3356.xhtml,PRU2010,"$1,666.00","$1,082.90",
3-3357.xhtml,PRU205,$920.00,$598.00,
3-3358.xhtml,PRU203,$690.00,$448.50,
3-3359.xhtml,PRU201,$666.00,$432.90,
3-336.xhtml,TRFL1504C,,,
3-3360.xhtml,PRU1510,"$1,219.00",$792.35,
3-3361.xhtml,PRU155,$673.00,$437.45,
3-3362.xhtml,PRU153,$578.00,$375.70,
3-3363.xhtml,PRU151,$555.00,$360.75,
3-3364.xhtml,PRU110,"$1,323.00",$859.95,
3-3365.xhtml,PRU14,$568.00,$369.20,
3-3366.xhtml,PRU13,$436.00,$283.40,
3-3367.xhtml,PRU11,$347.00,$225.55,
3-3368.xhtml,PRTS200,"$1,363.00",$885.95,
3-3369.xhtml,PRTS150,"$1,121.00",$728.65,
3-337.xhtml,TRFL1504,"$1,331.00",$865.15,
3-3370.xhtml,PRTS60,$994.00,$646.10,
3-3371.xhtml,PRS4,$689.00,$447.85,
3-3372.xhtml,PRS3,$263.00,$170.95,
3-3373.xhtml,PRS2,$212.00,$137.80,
3-3374.xhtml,PRS1,$145.00,$94.25,
3-3375.xhtml,PRES6024,"$4,167.00","$2,708.55",
3-3376.xhtml,,,,/file/general/404top.png
3-3377.xhtml,PREMI20027L,,,
3-3378.xhtml,PREMI20016L,,,
3-3379.xhtml,PREMI15027L,"$38,102.00","$24,766.30",
3-338.xhtml,TRFL1502C,,,
3-3380.xhtml,PREMI15016L,"$31,126.00","$20,231.90",
3-3381.xhtml,PREMI10027L,"$35,024.00","$22,765.60",
3-3382.xhtml,PREMI10016L,"$27,801.00","$18,070.65",
3-3383.xhtml,PREMI06027L,,,
3-3384.xhtml,PREMI06014L,"$24,786.00","$16,110.90",
3-3385.xhtml,PREMG20027L,,,
3-3386.xhtml,PREMG20016L,,,
3-3387.xhtml,PREMG15027L,,,
3-3388.xhtml,PREMG15016L,,,
3-3389.xhtml,PREMG10016L,,,
3-339.xhtml,TRFL1502,"$1,295.00",$841.75,
3-3390.xhtml,PREMB15027L,"$38,102.00","$24,766.30",
3-3391.xhtml,PREMB15016L,"$31,126.00","$20,231.90",
3-3392.xhtml,PREMB10027L,"$35,024.00","$22,765.60",
3-3393.xhtml,PREMB10016L,"$27,801.00","$18,070.65",
3-3394.xhtml,PREMB06027L,"$31,295.00","$20,341.75",
3-3395.xhtml,PREMB06014L,"$24,786.00","$16,110.90",
3-3396.xhtml,PRE18,"$1,940.00","$1,261.00",
3-3397.xhtml,PRE14,"$1,552.00","$1,008.80",
3-3398.xhtml,PRE11,"$1,033.00",$671.45,
3-3399.xhtml,PRE9,$883.00,$573.95,
3-34.xhtml,,,,/file/general/404top.png
3-340.xhtml,TRCM4012C,,,
3-3400.xhtml,PRE7,$788.00,$512.20,
3-3401.xhtml,PRE5,$708.00,$460.20,
3-3402.xhtml,PRASA20027L,"$44,755.00","$29,090.75",
3-3403.xhtml,PRASA20016L,"$42,035.00","$27,322.75",
3-3404.xhtml,PRASA15027L,"$39,150.00","$25,447.50",
3-3405.xhtml,PRASA15016L,"$32,102.00","$20,866.30",
3-3406.xhtml,PRASA10027L,"$35,982.00","$23,388.30",
3-3407.xhtml,PRASA10016L,"$28,675.00","$18,638.75",
3-3408.xhtml,PRAMA15027L,,,
3-3409.xhtml,PRAMA15016L,,,
3-341.xhtml,TRCM4012,,,
3-3410.xhtml,PRAMA10027L,"$34,327.00","$22,312.55",
3-3411.xhtml,PRAMA10016L,"$27,152.00","$17,648.80",
3-3412.xhtml,PRAMA06027L,"$30,619.00","$19,902.35",
3-3413.xhtml,PRAMA06014L,"$24,171.00","$15,711.15",
3-3414.xhtml,PMU10447Q,"$8,730.00","$5,674.50",
3-3415.xhtml,PMU10442Q,"$8,730.00","$5,674.50",
3-3416.xhtml,PMU10427Q,"$8,581.00","$5,577.65",
3-3417.xhtml,PMU10427,"$8,581.00","$5,577.65",
3-3418.xhtml,PMB2,$526.00,$341.90,
3-3419.xhtml,PMB1,$316.00,$205.40,
3-342.xhtml,TRCM4010C,,,
3-3420.xhtml,PK2002,,,
3-3421.xhtml,PK1002,"$5,114.00","$3,324.10",
3-3422.xhtml,PK501,"$3,422.00","$2,224.30",
3-3423.xhtml,PGTD4265SW,,,
3-3424.xhtml,PGTD3655SW,,,
3-3425.xhtml,PGTD3350SW,,,
3-3426.xhtml,PGTD3046SW,,,
3-3427.xhtml,PGTD2742SW,,,
3-3428.xhtml,PGTS4265SW,,,
3-3429.xhtml,PGTS3655SW,"$5,599.00","$3,639.35",
3-343.xhtml,TRCM4010,,,
3-3430.xhtml,PGTS2436SW,,,
3-3431.xhtml,PGTS2030SW,,,
3-3432.xhtml,PGTD4265S,"$6,003.00","$3,901.95",
3-3433.xhtml,PGTD3655S,"$5,646.00","$3,669.90",
3-3434.xhtml,PGTD3350S,"$5,131.00","$3,335.15",
3-3435.xhtml,PGTD3046S,"$4,901.00","$3,185.65",
3-3436.xhtml,PGTD2742S,"$4,836.00","$3,143.40",
3-3437.xhtml,PGTS4265S,"$6,732.00","$4,375.80",
3-3438.xhtml,PGTS3655S,"$5,054.00","$3,285.10",
3-3439.xhtml,PGTS2436S,"$4,819.00","$3,132.35",
3-344.xhtml,TRCM4006C,,,
3-3440.xhtml,PGTS2030S,"$10,058.00","$6,537.70",
3-3441.xhtml,PFS4,,,
3-3442.xhtml,PFS3,,,
3-3443.xhtml,PFK25N,,,
3-3444.xhtml,PF25,$97.00,$63.05,
3-3445.xhtml,PES1401E,"$6,842.00","$4,447.30",
3-3446.xhtml,PES1401B,,,
3-3447.xhtml,PES1301B,,,
3-3448.xhtml,PES1201E,,,
3-3449.xhtml,PES1201B,,,
3-345.xhtml,TRCM4006,,,
3-3450.xhtml,PER8418C,"$38,183.00","$24,818.95",
3-3451.xhtml,PER8418,"$38,183.00","$24,818.95",
3-3452.xhtml,,,,/file/general/404top.png
3-3453.xhtml,,,,/file/general/404top.png
3-3454.xhtml,PER1401D,,,
3-3455.xhtml,PER1301D,,,
3-3456.xhtml,PER1301B,,,
3-3457.xhtml,PEM8418L,"$35,923.00","$23,349.95",
3-3458.xhtml,PEM8418C,"$35,381.00","$22,997.65",
3-3459.xhtml,PEM8418,"$35,381.00","$22,997.65",
3-346.xhtml,TRCM4004C,,,
3-3460.xhtml,PEM8218C,"$34,478.00","$22,410.70",
3-3461.xhtml,PEM8218,,,
3-3462.xhtml,,,,/file/general/404top.png
3-3463.xhtml,,,,/file/general/404top.png
3-3464.xhtml,,,,/file/general/404top.png
3-3465.xhtml,,,,/file/general/404top.png
3-3466.xhtml,PEM1401E,,,
3-3467.xhtml,PEM1401D,,,
3-3468.xhtml,PEM1401B,,,
3-3469.xhtml,PEM1301E,,,
3-347.xhtml,TRCM4004,,,
3-3470.xhtml,PEM1301D,,,
3-3471.xhtml,PEM1301B,,,
3-3472.xhtml,PEM1201E,,,
3-3473.xhtml,PEM1201D,,,
3-3474.xhtml,,,,/file/general/404top.png
3-3475.xhtml,,,,/file/general/404top.png
3-3476.xhtml,,,,/file/general/404top.png
3-3477.xhtml,PEJ1401E,,,
3-3478.xhtml,PEJ1401B,,,
3-3479.xhtml,PEJ1301E,,,
3-348.xhtml,TRCM4002C,,,
3-3480.xhtml,PEJ1301D,,,
3-3481.xhtml,PEJ1301B,,,
3-3482.xhtml,PEJ1201E,,,
3-3483.xhtml,PEJ1201D,,,
3-3484.xhtml,PEJ1201B,,,
3-3485.xhtml,,,,/file/general/404top.png
3-3486.xhtml,PED1101B,,,
3-3487.xhtml,PC66,$272.00,$176.80,
3-3488.xhtml,PC25,$113.00,$73.45,
3-3489.xhtml,PC20,$112.00,$72.80,
3-349.xhtml,TRCM4002,,,
3-3490.xhtml,PATG1105N,"$1,289.00",$837.85,
3-3491.xhtml,PATG1102N,"$1,130.00",$734.50,
3-3492.xhtml,PARK2,,,
3-3493.xhtml,PARK1,$749.00,$486.85,
3-3494.xhtml,PARG1105N,"$1,917.00","$1,246.05",
3-3495.xhtml,PARG1102N,"$1,810.00","$1,176.50",
3-3496.xhtml,PAMG1405N,"$1,808.00","$1,175.20",
3-3497.xhtml,PAMG1402N,"$1,783.00","$1,158.95",
3-3498.xhtml,PAM1042L,"$5,685.00","$3,695.25",
3-3499.xhtml,PAM1042,"$5,202.00","$3,381.30",
3-35.xhtml,THQ702T,$638.00,$414.70,
3-350.xhtml,TRCM3212C,,,
3-3500.xhtml,PAM1041,"$4,961.00","$3,224.65",
3-3501.xhtml,PAM1022,"$4,317.00","$2,806.05",
3-3502.xhtml,PAM1021,"$4,075.00","$2,648.75",
3-3503.xhtml,PAC230,"$3,510.00","$2,281.50",
3-3504.xhtml,PAC115,,,
3-3505.xhtml,PA1150,"$1,675.00","$1,088.75",
3-3506.xhtml,PA166,"$1,341.00",$871.65,
3-3507.xhtml,PA133R,"$2,372.00","$1,541.80",
3-3508.xhtml,PA133,"$1,047.00",$680.55,
3-3509.xhtml,P2282,"$3,366.00","$2,187.90",
3-351.xhtml,TRCM3212,,,
3-3510.xhtml,P842,"$1,850.00","$1,202.50",
3-3511.xhtml,P802,"$1,260.00",$819.00,
3-3512.xhtml,P801,"$1,399.00",$909.35,
3-3513.xhtml,P464,"$3,704.00","$2,407.60",
3-3514.xhtml,P462,"$3,058.00","$1,987.70",
3-3515.xhtml,P392FP,"$1,112.00",$722.80,
3-3516.xhtml,P392ALSS,"$1,006.00",$653.90,
3-3517.xhtml,P392AL,$751.00,$488.15,
3-3518.xhtml,P392,$744.00,$483.60,
3-3519.xhtml,P391,$627.00,$407.55,
3-352.xhtml,TRCM3210C,,,
3-3520.xhtml,P202,$629.00,$408.85,
3-3521.xhtml,P142ALSS,$933.00,$606.45,
3-3522.xhtml,P142,$629.00,$408.85,
3-3523.xhtml,P141,$520.00,$338.00,
3-3524.xhtml,P84,"$1,785.00","$1,160.25",
3-3525.xhtml,P80,"$1,039.00",$675.35,
3-3526.xhtml,P77,$734.00,$477.10,
3-3527.xhtml,P51,$945.00,$614.25,
3-3528.xhtml,P50,"$1,248.00",$811.20,
3-3529.xhtml,P39,$599.00,$389.35,
3-353.xhtml,TRCM3210,"$2,732.00","$1,775.80",
3-3530.xhtml,P25,"$1,248.00",$811.20,
3-3531.xhtml,P18,$795.00,$516.75,
3-3532.xhtml,NV251,$152.00,$98.80,
3-3533.xhtml,NSC110D,"$11,522.00","$7,489.30",
3-3534.xhtml,NSC70D,"$7,565.00","$4,917.25",
3-3535.xhtml,NSB110,$931.00,$605.15,
3-3536.xhtml,NSB70,$374.00,$243.10,
3-3537.xhtml,NS110130SEE,,,
3-3538.xhtml,NS110130SE,,,
3-3539.xhtml,NS110130SA,,,
3-354.xhtml,TRCM3206C,,,
3-3540.xhtml,NS110130SH,,,
3-3541.xhtml,NS110130D,,,
3-3542.xhtml,NS110115D,"$38,360.00","$24,934.00",
3-3543.xhtml,NS70105SEE,"$31,686.00","$20,595.90",
3-3544.xhtml,NS70105SE,,,
3-3545.xhtml,NS70105SA,"$29,119.00","$18,927.35",
3-3546.xhtml,NS70105SH,,,
3-3547.xhtml,NS70105D,,,
3-3548.xhtml,NS7095D,,,
3-3549.xhtml,NS7085D,,,
3-355.xhtml,TRCM3206,"$2,555.00","$1,660.75",
3-3550.xhtml,NS7080D,"$24,988.00","$16,242.20",
3-3551.xhtml,NCB6075,$509.00,$330.85,
3-3552.xhtml,NCB5060,$415.00,$269.75,
3-3553.xhtml,NCB4150,$363.00,$235.95,
3-3554.xhtml,NCB3241,$315.00,$204.75,
3-3555.xhtml,NCB2432,$294.00,$191.10,
3-3556.xhtml,NCB1924,$269.00,$174.85,
3-3557.xhtml,NC6075,"$12,714.00","$8,264.10",
3-3558.xhtml,NC5060,"$8,500.00","$5,525.00",
3-3559.xhtml,NC4150,"$5,892.00","$3,829.80",
3-356.xhtml,TRCM3204C,,,
3-3560.xhtml,NC3241,"$4,494.00","$2,921.10",
3-3561.xhtml,NC2432,"$3,541.00","$2,301.65",
3-3562.xhtml,NC1924,"$2,743.00","$1,782.95",
3-3563.xhtml,MZ4013,$30.00,$19.50,
3-3564.xhtml,MZ4011,$289.00,$187.85,
3-3565.xhtml,MZ4010,$308.00,$200.20,
3-3566.xhtml,MZ4009,$106.00,$68.90,
3-3567.xhtml,MZ4008,$87.00,$56.55,
3-3568.xhtml,MZ4007,$129.00,$83.85,
3-3569.xhtml,MZ4006,$203.00,$131.95,
3-357.xhtml,TRCM3204,,,
3-3570.xhtml,MZ4005,$173.00,$112.45,
3-3571.xhtml,MZ4004,$134.00,$87.10,
3-3572.xhtml,MZ4003,$119.00,$77.35,
3-3573.xhtml,MZ4002,$104.00,$67.60,
3-3574.xhtml,MZ1053,$324.00,$210.60,
3-3575.xhtml,MZ1052,$125.00,$81.25,
3-3576.xhtml,MZ1051,$117.00,$76.05,
3-3577.xhtml,MZ1050,$125.00,$81.25,
3-3578.xhtml,MZ1005,$263.00,$170.95,
3-3579.xhtml,MZ1004,$201.00,$130.65,
3-358.xhtml,TRCM3202C,,,
3-3580.xhtml,MZ1003,$150.00,$97.50,
3-3581.xhtml,MZ1002,$116.00,$75.40,
3-3582.xhtml,MTB1,,,
3-3583.xhtml,MSP351,"$6,843.00","$4,447.95",
3-3584.xhtml,MSFP10,"$3,421.00","$2,223.65",
3-3585.xhtml,MSFP5,"$3,021.00","$1,963.65",
3-3586.xhtml,MS21020,"$11,619.00","$7,552.35",
3-3587.xhtml,MS220,"$6,492.00","$4,219.80",
3-3588.xhtml,MS210,"$5,764.00","$3,746.60",
3-3589.xhtml,MS24,"$4,841.00","$3,146.65",
3-359.xhtml,TRCM3202,,,
3-3590.xhtml,MRK1,$321.00,$208.65,
3-3591.xhtml,MPS64H,"$14,928.00","$9,703.20",
3-3592.xhtml,MPS64EE,"$18,016.00","$11,710.40",
3-3593.xhtml,MPS64EB,"$18,016.00","$11,710.40",
3-3594.xhtml,MPS64CE,,,
3-3595.xhtml,MPS64CB,,,
3-3596.xhtml,MPS64A,,,
3-3597.xhtml,MPS36H,"$9,653.00","$6,274.45",
3-3598.xhtml,MPS36EE,,,
3-3599.xhtml,MPS36EB,"$13,450.00","$8,742.50",
3-36.xhtml,RSL28000,"$7,641.00","$4,966.65",
3-360.xhtml,TRCM2512C,,,
3-3600.xhtml,MPS36CE,,,
3-3601.xhtml,MPS36CB,,,
3-3602.xhtml,MPS36A,"$10,940.00","$7,111.00",
3-3603.xhtml,MPS24H,"$6,050.00","$3,932.50",
3-3604.xhtml,MPS24EE,"$9,139.00","$5,940.35",
3-3605.xhtml,MPS24EB,"$9,139.00","$5,940.35",
3-3606.xhtml,MPS24CE,,,
3-3607.xhtml,MPS24CB,,,
3-3608.xhtml,MPS24A,"$7,336.00","$4,768.40",
3-3609.xhtml,MPS14H,"$4,324.00","$2,810.60",
3-361.xhtml,TRCM2512,"$3,857.00","$2,507.05",
3-3610.xhtml,MPS14EE,,,
3-3611.xhtml,MPS14EB,"$7,781.00","$5,057.65",
3-3612.xhtml,MPS14CE,,,
3-3613.xhtml,MPS14CB,,,
3-3614.xhtml,MPS14A,,,
3-3615.xhtml,MP1000,"$3,678.00","$2,390.70",
3-3616.xhtml,MP700,"$3,678.00","$2,390.70",
3-3617.xhtml,MP350,"$3,678.00","$2,390.70",
3-3618.xhtml,MP110,"$3,678.00","$2,390.70",
3-3619.xhtml,MP10T,$991.00,$644.15,
3-362.xhtml,TRCM2510C,,,
3-3620.xhtml,LX104,"$1,928.00","$1,253.20",
3-3621.xhtml,LX101,$65.00,$42.25,
3-3622.xhtml,LWB1,$336.00,$218.40,
3-3623.xhtml,LW16,"$3,991.00","$2,594.15",
3-3624.xhtml,LS1,,,
3-3625.xhtml,LPL5002,"$15,540.00","$10,101.00",
3-3626.xhtml,LPL4002,"$11,870.00","$7,715.50",
3-3627.xhtml,LPL2502,"$7,200.00","$4,680.00",
3-3628.xhtml,LPL2002,"$5,905.00","$3,838.25",
3-3629.xhtml,LPL1602,"$4,828.00","$3,138.20",
3-363.xhtml,TRCM2510,,,
3-3630.xhtml,LPL1002,"$3,459.00","$2,248.35",
3-3631.xhtml,LPL602,"$2,529.00","$1,643.85",
3-3632.xhtml,LH10006,"$8,148.00","$5,296.20",
