"ID","DETAIL_ATTRIBUTES"
1968785,"Tube Size (in):0.25|Type:90 Degree Compression Tube To Pipe"
1969038,"Product Specification:Port 1 Thread Size = 1/4 NPTF, Port 2 Thread Size = 1/8 NPTF|Type:Male Pipe (Straight)"
1969260,"Female Thread Size:1/8 NPTF|Male Thread Size:1/8 NPTF|Type:45 Degree Pipe Adapter"
1971558,"Flare Thread Size:9/16-18 UNF|Hex Width (in):0.75|Pipe Thread Size:1/4 NPT|Type:Accumulator Metering Valve"
1972113,"Flare Thread Size:7/16-20 UNF|Pipe Thread Size:1/4 NPT|Type:Flared Tube To Pipe (Straight)"
1972485,"Product Specification:Includes 2.5 gal (375 cu in usable) metal reservoir with a gasket and all the hardware needed to replace the plastic reservoir on pump nos."
1974332,"Product Specification:Combination fluid level/temperature gauge allows visual inspection of the hytec pump hydraulic fluid level"
1975217,"Depth (in):1|Max Operating Pressure (psi):5000|Port Thread Size:1/4 NPTF|Product Specification:7 Ports"
1980608,"Tube Size (in):0.375|Type:Tee Compression Tube To Pipe MBT"
1980609,"Tube Size (in):0.25|Type:Male Run Compression Tube To Pipe MRT"
1980610,"Tube Size (in):0.25|Type:45 Degree Compression Tube To Pipe"
1980611,"Tube Size (in):0.25|Type:Tee Compression Tube To Pipe MBT"
1980612,"O-Ring Boss Thread Size:9/16-18 UNF SAE-6|Tube Size (in):0.375|Type:Male Connector Compression Tube To ORB C"
1980613,"Tube Size (in):0.375|Type:90 Degree Elbow Compression Tube To ORB"
1980614,"O-Ring Boss Thread Size:7/16-20 UNF SAE-4|Product Specification:Swivel Thread Size 1/4 NPSM|Type:90 Degree Swivel Adapter"
1980618,"Type:Male Tee (37 Deg Flare)"
1980619,"Type:Male Tee (37 Deg Flare)"
1980620,"Type:Flared Tube"
1980621,"Type:Flared Tube"
1980622,"Type:90 Degree Elbow 37 Degree Flared Tube"
1980623,"Flare Thread Size:9/16-18 UNF|O-Ring Boss Thread Size:7/8-14 UNF SAE-10|Type:90 Degree Flared Tube To ORB"
1980624,"Flare Thread Size:7/16-20 UNF|Pipe Thread Size:1/4 NPTF|Type:45 Degree Flared Tube To Pipe"
1980625,"Flare Thread Size:7/16-20 UNF|O-Ring Boss Thread Size:7/16-20 UNF SAE-4|Type:45 degree Flared Tube To ORB"
1980626,"Flare Thread Size:9/16-18 UNF|Pipe Thread Size:1/4 NPTF|Type:45 Degree Flared Tube To Pipe"
1980627,"Flare Thread Size:9/16-18 UNF|Pipe Thread Size:3/8 NPTF|Type:45 Degree Flared Tube To Pipe"
1980628,"Flare Thread Size:9/16-18 UNF|O-Ring Boss Thread Size:9/16-18 UNF SAE-6|Type:45 degree Flared Tube To ORB"
1980629,"Flare Thread Size:7/16-20 UNF|Pipe Thread Size:1/8 NPTF|Type:Flared Tube To Pipe (Straight)"
1980630,"Flare Thread Size:9/16-18 UNF|O-Ring Boss Thread Size:9/16-18 UNF SAE-6|Type:Flared Tube to ORB S"
1980631,"Flare Thread Size:7/16-20 UNF|Pipe Thread Size:1/8 NPTF|Type:Male Run Flared Tube To Pipe MRT"
1980632,"Flare Thread Size:9/16-18 UNF|Pipe Thread Size:1/4 NPTF|Type:Male Run Flared Tube To Pipe MRT"
1980633,"Flare Thread Size:9/16-18 UNF|Pipe Thread Size:3/8 NPTF|Type:Male Run Flared Tube To Pipe MRT"
1980634,"Flare Thread Size:7/16-20 UNF|O-Ring Boss Thread Size:7/16-20 UNF SAE-4|Type:Male Branch Tee Flared Tube To ORB MBT"
1980635,"Flare Thread Size:7/16-20 UNF|Pipe Thread Size:1/8 NPTF|Type:Male Branch Flared Tube To Pipe MBT"
1980636,"Flare Thread Size:9/16-18 UNF|Pipe Thread Size:1/4 NPTF|Type:Male Branch Flared Tube To Pipe MBT"
1980637,"Flare Thread Size:7/16-20 UNF|O-Ring Boss Thread Size:9/16-18 UNF SAE-6|Type:Male Branch Tee Flared Tube To ORB MBT"
1980638,"Hex Width (in):0.687"
1980640,"Flare Thread Size:9/16-18 UNF|Pipe Thread Size:1/4 NPTF|Type:Flared Tube To Pipe (Straight)"
1980641,"Flare Thread Size:7/16-20 UNF|Pipe Thread Size:1/8 NPTF|Type:90 Degree Flared Tube To Pipe"
1980642,"O-Ring Boss Thread Size:7/16-20 UNF SAE-4|Pipe Thread Size:1/4 BSPP|Type:BSPP To Female ORB"
1980646,"Depth (in):1.312|Type:Foot_Mount_Bracket_TB"
1980647,"Depth (in):1.625|Type:Foot_Mount_Bracket_TB"
1980648,"Depth (in):1.687|Type:Foot_Mount_Bracket_TB"
1980673,"Product Specification:Clamp Free Diameter 0.56 in, Minimum Bore Machining Diameter = 0.48 in, Model Number = #1"
1980674,"Product Specification:Clamp Free Diameter 0.79 in, Minimum Bore Machining Diameter = 0.53 in, Model Number = #2"
1980675,"Product Specification:Clamp Free Diameter 1.06 in, Minimum Bore Machining Diameter = 0.71 in, Model Number = #3"
1980676,"Product Specification:Clamp Free Diameter 1.39 in, Minimum Bore Machining Diameter = 0.90 in, Model Number = #4"
1980677,"Product Specification:Clamp Free Diameter 1.65 in, Minimum Bore Machining Diameter = 1.15 in, Model Number = #5"
1980678,"Product Specification:Clamp Free Diameter 2.03 in, Minimum Bore Machining Diameter = 1.15 in, Model Number = #6"
1980679,"Product Specification:Clamp Free Diameter 3.06 in, Minimum Bore Machining Diameter = 1.15 in, Model Number = #7"
1981232,"Actuation Type:Manual|Max Operating Pressure (psi):5000|Type:Pump_Mounted_Control_Valve"
1981233,"Action Type:Double Acting|Body Diameter (in):1.368|Clamping Force (lbs):2210|Max Operating Pressure (psi):5000|Product Specification:Retracted Length = 2.75|Type:Cylinders_CBC|Unclamping Force (lbs):1225"
1981234,"Action Type:Double Acting|Body Diameter (in):1.368|Clamping Force (lbs):2210|Max Operating Pressure (psi):5000|Product Specification:Retracted Length = 3.25|Type:Cylinders_CBC|Unclamping Force (lbs):1225"
1981235,"Action Type:Double Acting|Body Diameter (in):2.247|Clamping Force (lbs):7425|Max Operating Pressure (psi):5000|Product Specification:Retracted Length = 3.25|Type:Cylinders_CBC|Unclamping Force (lbs):4415"
1981236,"Action Type:Double Acting|Body Diameter (in):2.247|Clamping Force (lbs):7425|Max Operating Pressure (psi):5000|Product Specification:Retracted Length = 3.75|Type:Cylinders_CBC|Unclamping Force (lbs):4415"
1981237,"Action Type:Double Acting|Clamping Force (lbs):2210|Max Operating Pressure (psi):5000|Product Specification:Vertical Block Mount|Unclamping Force (lbs):1225"
1981238,"Action Type:Double Acting|Clamping Force (lbs):2210|Max Operating Pressure (psi):5000|Product Specification:Vertical Block Mount|Unclamping Force (lbs):1225"
1981239,"Action Type:Double Acting|Clamping Force (lbs):7425|Max Operating Pressure (psi):5000|Product Specification:Vertical Block Mount|Unclamping Force (lbs):4415"
1981240,"Action Type:Double Acting|Clamping Force (lbs):7425|Max Operating Pressure (psi):5000|Product Specification:Vertical Block Mount|Unclamping Force (lbs):4415"
1981241,"Action Type:Single Acting|Clamping Force (lbs):245|Max Operating Pressure (psi):5000"
1981242,"Action Type:Single Acting|Clamping Force (lbs):245|Max Operating Pressure (psi):5000"
1981243,"Mounting Thread Size:1-7/8 - 16UN"
1981244,"Mounting Thread Size:1-1/4 - 12UN"
1981245,"Max Operating Pressure (psi):5000"
1981246,"Max Operating Pressure (psi):5000"
1981247,"Body Diameter (in):2.5|Max Operating Pressure (psi):5000|Product Specification:Capacity 2.0 cu in|Type:Mounting Type Conventional"
1981248,"Action Type:Single Acting|Clamping Force (lbs):550|Max Operating Pressure (psi):5000"
1981249,"Holding Capacity (lbs):7500|Tooling Body Style:Block Style, Manifold Mount"
1981250,"Holding Capacity (lbs):1100|Tooling Body Style:Block Style, Manifold Mount"
1981251,"Action Type:Single Acting|Clamping Force (lbs):550|Max Operating Pressure (psi):5000"
1981252,"Action Type:Single Acting|Clamping Force (lbs):750|Max Operating Pressure (psi):5000"
1981253,"Action Type:Single Acting|Clamping Force (lbs):750|Max Operating Pressure (psi):5000"
1981254,"Actuation Type:Manual|Max Operating Pressure (psi):5000|Type:Remote_Mounted_Control_Valve"
1981255,"Input Voltage (vac):460|Power Dissipation (hp):1|Rated Speed (rpm):1725"
1981256,"Input Voltage (vac):230|Power Dissipation (hp):1|Rated Speed (rpm):1725"
1981257,"Action Type:Single Acting|Clamping Force (lbs):245|Max Operating Pressure (psi):5000"
1981258,"Action Type:Single Acting|Clamping Force (lbs):245|Max Operating Pressure (psi):5000"
1981259,"Action Type:Single Acting|Clamping Force (lbs):550|Max Operating Pressure (psi):5000"
1981262,"Action Type:Single Acting|Clamping Force (lbs):550|Max Operating Pressure (psi):5000"
1981263,"Action Type:Single Acting|Clamping Force (lbs):750|Max Operating Pressure (psi):5000"
1981264,"Inside Diameter (in):0.234|Outside Diameter (in):0.5"
1981265,"Action Type:Single Acting|Clamping Force (lbs):750|Max Operating Pressure (psi):5000"
1981266,"Action Type:Single Acting|Clamping Force (lbs):1535|Max Operating Pressure (psi):5000"
1981267,"Action Type:Single Acting|Clamping Force (lbs):1535|Max Operating Pressure (psi):5000"
1981268,"Max Operating Pressure (psi):3325|Min Operating Pressure (psi):925|Product Specification:NPTF Thread Piston Diameter 0.5 in"
1981269,"Holding Capacity (lbs):2100|Tooling Body Style:Block Style, Conventional Mount"
1981270,"Holding Capacity (lbs):2100|Tooling Body Style:Block Style, Conventional Mount"
1981271,"Input Voltage (vac):115|Power Dissipation (hp):0.5|Rated Speed (rpm):3450"
1981272,"Input Voltage (vac):230|Power Dissipation (hp):0.5|Rated Speed (rpm):3450"
1981273,"Input Voltage (vac):115|Max Operating Pressure (psi):5000|Power Dissipation (hp):0.5|Rated Speed (rpm):3450|Type:Palletized_System"
1981274,"Input Voltage (vac):230|Max Operating Pressure (psi):5000|Power Dissipation (hp):0.5|Rated Speed (rpm):3450|Type:Palletized_System"
1981275,"Input Voltage (vac):115|Power Dissipation (hp):1|Rated Speed (rpm):1725"
1981276,"Input Voltage (vac):230|Power Dissipation (hp):1|Rated Speed (rpm):1725"
1981277,"Max Operating Pressure (psi):4475|Min Operating Pressure (psi):1050|Product Specification:NPTF Thread Piston Diameter 0.437 in"
1981278,"Max Operating Pressure (psi):1500|Min Operating Pressure (psi):400|Product Specification:NPTF Thread Piston Diameter 0.75 in"
1981279,"Max Operating Pressure (psi):4475|Min Operating Pressure (psi):1500|Product Specification:NPTF Thread Piston Diameter 0.75 / 0.437 in"
1981280,"Action Type:Single Acting|Clamping Force (lbs):11180|Cylinder Body Height (in):0.718|Max Operating Pressure (psi):5000|Outside Diameter (in):3.25|Product Specification:Vertical Block Mount"
1981281,"Action Type:Single Acting|Clamping Force (lbs):22150|Cylinder Body Height (in):0.968|Max Operating Pressure (psi):5000|Outside Diameter (in):4|Product Specification:Vertical Block Mount"
1981282,"Action Type:Single Acting|Clamping Force (lbs):4920|Cylinder Body Height (in):0.562|Max Operating Pressure (psi):5000|Outside Diameter (in):2.812|Product Specification:Vertical Block Mount"
1981284,"Holding Capacity (lbs):1100|Tooling Body Style:Block Style, Conventional Mount"
1981285,"Action Type:Single Acting|Clamping Force (lbs):3927|Max Operating Pressure (psi):5000"
1981287,"Input Voltage (vac):115|Power Dissipation (hp):2|Rated Speed (rpm):1725"
1981288,"Max Operating Pressure (psi):5000|Min Operating Pressure (psi):1000|Product Specification:2 hp, 1,725 rpm, 115/230 vac, 27/14 amps max, 50/60 hz, Single Phase"
1981289,"Max Operating Pressure (psi):5000|Min Operating Pressure (psi):1000|Product Specification:2 hp, 1,725 rpm, 115/230 vac, 27/14 amps max, 50/60 hz, Single Phase"
1981290,"Input Voltage (vac):115|Power Dissipation (hp):1.5|Rated Speed (rpm):12000"
1981291,"Input Voltage (vac):230|Power Dissipation (hp):1.5|Rated Speed (rpm):12000"
1981292,"Body Diameter (in):2.5|Max Operating Pressure (psi):5000|Product Specification:Capacity 5.0 cu in|Type:Mounting Type Conventional"
1981293,"Actuation Type:Manual|Max Operating Pressure (psi):5000"
1981294,"Holding Capacity (lbs):7500|Tooling Body Style:Block Style, Conventional Mount"
1981295,"Holding Capacity (lbs):2100|Tooling Body Style:Block Style, Conventional Mount"
1981296,"Body Diameter (in):1.5|Max Operating Pressure (psi):150|Product Specification:One Circuit , Max Oil Pressure 3000, Max Speed 250, 2 Ports"
1981297,"Body Diameter (in):2.75|Max Operating Pressure (psi):150|Product Specification:Two Circuits, Max Oil Pressure 3000, Max Speed 250, 4 Ports"
1981298,"Body Diameter (in):2.625|Max Operating Pressure (psi):6000|Product Specification:Ansi Accuracy 1.6%, Liquid Filled Case, 100 psi Graduation"
1981299,"Body Diameter (in):2.625|Max Operating Pressure (psi):5000|Product Specification:Ansi Accuracy 2.00%, Dry Case, 100 psi Graduation"
1981300,"Max Operating Pressure (psi):5000|Product Specification:Coupling Type = General Purpose - Assembly"
1981301,"Max Operating Pressure (psi):5000|Product Specification:Coupling Type = General Purpose - Male Body"
1981302,"Max Operating Pressure (psi):5000|Product Specification:Coupling Type = General Purpose - Female Insert"
1981303,"Holding Capacity (lbs):2100|Tooling Body Style:Block Style, Manifold Mount"
1981306,"Max Operating Pressure (psi):4475|Product Specification:NPTF Thread"
1981307,"Max Operating Pressure (psi):4475|Min Operating Pressure (psi):1050|Product Specification:NPT Thread"
1981308,"Hose Length (ft):1|Inside Diameter (in):0.25|Outside Diameter (in):0.62|Product Specification:Through Hole Diameter = 0.141|Type:Hose"
1981309,"Hose Length (ft):2|Inside Diameter (in):0.25|Outside Diameter (in):0.62|Product Specification:Through Hole Diameter = 0.141|Type:Hose"
1981310,"Hose Length (ft):3|Inside Diameter (in):0.25|Outside Diameter (in):0.62|Product Specification:Through Hole Diameter = 0.141|Type:Hose"
1981311,"Hose Length (ft):5|Inside Diameter (in):0.25|Outside Diameter (in):0.62|Product Specification:Through Hole Diameter = 0.141|Type:Hose"
1981312,"Hose Length (ft):10|Inside Diameter (in):0.25|Outside Diameter (in):0.62|Product Specification:Through Hole Diameter = 0.141|Type:Hose"
1981313,"Hose Length (ft):15|Inside Diameter (in):0.25|Outside Diameter (in):0.62|Product Specification:Through Hole Diameter = 0.141|Type:Hose"
1981314,"Hose Length (ft):50|Inside Diameter (in):0.18|Outside Diameter (in):0.25|Type:Tubing"
1981315,"Clamping Force (lbs):11180"
1981316,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:1/8 NPTF|Clamping Force (lbs):2400|Direction Of Rotation:Left|Mounting Thread Size:1-7/8 - 16UN"
1981317,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:1/8 NPTF|Clamping Force (lbs):2400|Direction Of Rotation:Right|Mounting Thread Size:1-7/8 - 16UN"
1981318,"Actuation Type:Manual|Max Operating Pressure (psi):5000|Type:Remote_Mounted_Control_Valve"
1981319,"Holding Capacity (lbs):7500|Tooling Body Style:Block Style, Conventional Mount"
1981320,"Outside Diameter (in):2.125|Product Specification:Filtration (Nominal/Absolute) 10/- Micron, Outlet Port 1/4 NPTF|Type:Inlet port size = 1/4 NPTF"
1981321,"Holding Capacity (lbs):7500|Tooling Body Style:Block Style, Conventional Mount"
1981322,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:1/8 NPTF|Clamping Force (lbs):2400|Direction Of Rotation:Left|Mounting Thread Size:1-7/8 - 16UN"
1981323,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:1/8 NPTF|Clamping Force (lbs):2400|Direction Of Rotation:Right|Mounting Thread Size:1-7/8 - 16UN"
1981324,"Action Type:Single Acting|Clamping Force (lbs):4920|Cylinder Body Height (in):0.218|Max Operating Pressure (psi):5000|Outside Diameter (in):2.875|Product Specification:Vertical Block Mount"
1981325,"Max Operating Pressure (psi):5000|Outside Diameter (in):1.38|Product Specification:Filtration (Nominal/Absolute)10/25 Micron, Outlet Port 1/4 NPTF|Type:Inlet port size = 1/4 NPTF"
1981326,"Action Type:Single Acting|Clamp Body Style:Cartridge|Clamp Port Size:0.125 Port Dia.|Clamping Force (lbs):2400|Direction Of Rotation:Left|Mounting Thread Size:1-7/8 - 12UN"
1981327,"Action Type:Single Acting|Clamp Body Style:Cartridge|Clamp Port Size:0.125 Port Dia.|Clamping Force (lbs):2400|Direction Of Rotation:Right|Mounting Thread Size:1-7/8 - 12UN"
1981328,"Clamping Force (lbs):2000|Type:Mounting Conventional"
1981329,"Action Type:Single Acting|Clamping Force (lbs):5215|Max Operating Pressure (psi):5000|Outside Diameter (in):2"
1981330,"Action Type:Single Acting|Clamping Force (lbs):1740|Max Operating Pressure (psi):5000|Outside Diameter (in):1.5"
1981331,"Action Type:Single Acting|Clamp Body Style:Cartridge|Clamp Port Size:0.125 Port Dia.|Clamping Force (lbs):2400|Direction Of Rotation:Straight Pull|Mounting Thread Size:1-7/8 - 12UN"
1981332,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:1/8 NPTF|Clamping Force (lbs):2400|Direction Of Rotation:Straight Pull|Mounting Thread Size:1-7/8 - 16UN"
1981333,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:1/8 NPTF|Clamping Force (lbs):2400|Direction Of Rotation:Straight Pull|Mounting Thread Size:1-7/8 - 16UN"
1981335,"Holding Capacity (lbs):1300|Tooling Body Style:Threaded Body W/ Base"
1981336,"Holding Capacity (lbs):1300|Tooling Body Style:Threaded Body"
1981337,"Holding Capacity (lbs):1300|Tooling Body Style:Threaded Body W/ Base"
1981338,"Holding Capacity (lbs):1300|Tooling Body Style:Threaded Body"
1981340,"Holding Capacity (lbs):1300|Tooling Body Style:Threaded Body W/ Base"
1981342,"Body Diameter (in):2.64|Max Operating Pressure (psi):2000|Product Specification:Ansi Accuracy 2.00%, Liquid Filled Case, 50 psi Graduation"
1981343,"Input Voltage (vac):460|Max Operating Pressure (psi):5000|Power Dissipation (hp):1|Rated Speed (rpm):1725|Type:Palletized_System"
1981344,"Input Voltage (vac):230|Max Operating Pressure (psi):5000|Power Dissipation (hp):1|Rated Speed (rpm):1725|Type:Palletized_System"
1981345,"Action Type:Single Acting|Clamping Force (lbs):5215|Max Operating Pressure (psi):5000|Outside Diameter (in):2"
1981346,"Holding Capacity (lbs):4000|Tooling Body Style:Threaded Body"
1981347,"Holding Capacity (lbs):4000|Tooling Body Style:Threaded Body W/ Base"
1981348,"Holding Capacity (lbs):4000|Tooling Body Style:Threaded Body"
1981349,"Holding Capacity (lbs):4000|Tooling Body Style:Threaded Body W/ Base"
1981350,"Input Voltage (vac):115|Max Operating Pressure (psi):5000|Power Dissipation (hp):1|Rated Speed (rpm):1725|Type:Palletized_System"
1981351,"Input Voltage (vac):230|Max Operating Pressure (psi):5000|Power Dissipation (hp):1|Rated Speed (rpm):1725|Type:Palletized_System"
1981352,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):2400|Direction Of Rotation:Left|Mounting Thread Size:1-7/8 - 16UN"
1981354,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):2400|Direction Of Rotation:Right|Mounting Thread Size:1-7/8 - 16UN"
1981355,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):2400|Direction Of Rotation:Straight Pull|Mounting Thread Size:1-7/8 - 16UN"
1981356,"Action Type:Single Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):2400|Direction Of Rotation:Left|Mounting Thread Size:1-7/8 - 16UN"
1981357,"Action Type:Single Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):2400|Direction Of Rotation:Right|Mounting Thread Size:1-7/8 - 16UN"
1981358,"Action Type:Single Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):2400|Direction Of Rotation:Straight Pull|Mounting Thread Size:1-7/8 - 16UN"
1981359,"Action Type:Single Acting|Clamp Body Style:Manifold|Clamp Port Size:Manifold|Clamping Force (lbs):2400|Direction Of Rotation:Left|Mounting Thread Size:5/16-18 UNC SHCS"
1981360,"Action Type:Single Acting|Clamp Body Style:Manifold|Clamp Port Size:Manifold|Clamping Force (lbs):2400|Direction Of Rotation:Right|Mounting Thread Size:5/16-18 UNC SHCS"
1981361,"Action Type:Single Acting|Clamp Body Style:Manifold|Clamp Port Size:Manifold|Clamping Force (lbs):2400|Direction Of Rotation:Straight Pull|Mounting Thread Size:5/16-18 UNC SHCS"
1981362,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):5000|Direction Of Rotation:Left|Mounting Thread Size:2-1/2 - 16UN"
1981363,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):5000|Direction Of Rotation:Right|Mounting Thread Size:2-1/2 - 16UN"
1981364,"Action Type:Double Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):5000|Direction Of Rotation:Straight Pull|Mounting Thread Size:2-1/2 - 16UN"
1981365,"Action Type:Single Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):5000|Direction Of Rotation:Left|Mounting Thread Size:2-1/2 - 16UN"
1981366,"Action Type:Single Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):5000|Direction Of Rotation:Right|Mounting Thread Size:2-1/2 - 16UN"
1981367,"Action Type:Single Acting|Clamp Body Style:Threaded|Clamp Port Size:7/16-20 UNF SAE-4|Clamping Force (lbs):5000|Direction Of Rotation:Straight Pull|Mounting Thread Size:2-1/2 - 16UN"
1981368,"Action Type:Single Acting|Clamp Body Style:Cartridge|Clamp Port Size:0.125 Port Dia.|Clamping Force (lbs):5000|Direction Of Rotation:Left|Mounting Thread Size:2-1/2 - 12UNC"
1981369,"Action Type:Single Acting|Clamp Body Style:Cartridge|Clamp Port Size:0.125 Port Dia.|Clamping Force (lbs):5000|Direction Of Rotation:Right|Mounting Thread Size:2-1/2 - 12UNC"
1981370,"Action Type:Single Acting|Clamp Body Style:Cartridge|Clamp Port Size:0.125 Port Dia.|Clamping Force (lbs):5000|Direction Of Rotation:Straight Pull|Mounting Thread Size:2-1/2 - 12UNC"
1981371,"Max Operating Pressure (psi):5000|Product Specification:Coupling Type = High Flow - Male Body"
1981372,"Max Operating Pressure (psi):5000|Product Specification:Coupling Type = High Flow - Female Insert"
1981373,"Max Operating Pressure (psi):5000|Product Specification:Coupling Type = High Flow - Assembly"
1981374,"Mounting Thread Size:1-1/4 - 16UN|Outside Diameter (in):2"
1981375,"Mounting Thread Size:1-7/8 - 16UN|Outside Diameter (in):2.75"
1981376,"Mounting Thread Size:2-1/4 - 16UN|Outside Diameter (in):3.25"
1981377,"Mounting Thread Size:2-1/2 - 16UN|Outside Diameter (in):3.5"
1981378,"Mounting Thread Size:2-1/2 - 16UN"
1981379,"Max Operating Pressure (psi):5000|Product Specification:Replacable, cartridge design valve, filters in all three ports protect the check valve and downstream components."
1981380,"Mounting Thread Size:1-1/4 - 12UNF|Outside Diameter (in):2"
1981381,"Body Diameter (in):1.77|Max Operating Pressure (psi):6000|Product Specification:Ansi Accuracy 1.6%, Liquid Filled Case, 1000 psi Graduation"
1981382,"Max Operating Pressure (psi):3325|Min Operating Pressure (psi):925|Product Specification:NPT Thread"
1981383,"Max Operating Pressure (psi):5000|Outside Diameter (in):1.38|Product Specification:Filtration (Nominal/Absolute)10/25 Micron, Outlet Port 7/16-20 UNF SAE-4|Type:Inlet port size = 7/16-20 UNF SAE-4"
1981384,"Max Operating Pressure (psi):5000|Min Operating Pressure (psi):1500|Product Specification:NPTF Thread"
1981385,"Max Operating Pressure (psi):5000|Min Operating Pressure (psi):1500|Product Specification:NPT Thread"
1981386,"Max Operating Pressure (psi):5000|Min Operating Pressure (psi):1050|Product Specification:NPTF Thread"
1981387,"Holding Capacity (lbs):7500|Tooling Body Style:Block Style, Conventional Mount"
1981388,"Hex Width (in):0.75|Mounting Thread Size:1/2-20 UNF|Port Thread Size:7/16-20 UNF SAE-4"
1981389,"Hex Width (in):0.75|Mounting Thread Size:1/2-13 UNC|Port Thread Size:7/16-20 UNF SAE-4"
1981390,"Hex Width (in):0.875|Mounting Thread Size:5/8-18 UNF|Port Thread Size:7/16-20 UNF SAE-4"
1981391,"Hex Width (in):0.875|Mounting Thread Size:5/8-11 UNC|Port Thread Size:7/16-20 UNF SAE-4"
1981392,"Hex Width (in):1|Mounting Thread Size:3/4-16 UNF|Port Thread Size:7/16-20 UNF SAE-4"
1981393,"Hex Width (in):1|Mounting Thread Size:3/4-10 UNC|Port Thread Size:7/16-20 UNF SAE-4"
