PART-ID,CATALOG_NUMBER,UPC,WEIGHT,MAIN_IMAGE,INSTALLATION-MANUAL,ATTRIBUTES
2280543,4F EB FR,662384010329,181.91,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS|Coupling Size:4|Bore Size Max:4.25|Bore Type:Rough Bore|Speed Max (rpm):5260|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):12.5|Configuration:Flex Rigid|Length Through Bore (in):4.4375|Rating HP @ 100 RPM:375|Overall Length (in):9.75|Hub Diameter (in):9|Model Name:1-5-7_FR|Fastener Size & Length:3/4 x 3 3/8|Fastener Quantity:8|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Exposed|Bolt Circle:11|Compatible Bore Size [Min] (in):0|Max Bore w/standard key for Flex Hub:4.25|Compatible Bore Size Flex Hub [Min] (in):2.625|Compatible Bore Size Rigid Hub [Min] (in):2.5|
2280782,5F SB FR,662384010268,344.34,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS|Coupling Size:5|Bore Size Max:5.5|Bore Type:Rough Bore|Speed Max (rpm):4300|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):15.3125|Configuration:Flex Rigid|Length Through Bore (in):5.6875|Rating HP @ 100 RPM:700|Overall Length (in):12.063|Hub Diameter (in):11.375|Model Name:1-5-7_FR|Fastener Size & Length:3/4 x 2 1/8|Fastener Quantity:14|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Shrouded|Compatible Bore Size [Min] (in):0|Max Bore w/standard key for Flex Hub:5.5|Compatible Bore Size Flex Hub [Min] (in):3.25|Compatible Bore Size Rigid Hub [Min] (in):3|
2280790,1 1/2F SB FR FB,662384011777,17.87,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS|Coupling Size:1.5|Bore Size Max:1.625|Bore Type:Finished Bore|Speed Max (rpm):12000|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):6|Configuration:Flex Rigid|Length Through Bore (in):1.84375|Rating HP @ 100 RPM:27|Overall Length (in):3.938|Hub Diameter (in):3.8125|Fastener Size & Length:3/8 x 1|Fastener Quantity:8|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Shrouded|Compatible Bore Size [Min] (in):0|Max Bore w/standard key for Flex Hub:1.625|Compatible Bore Size Flex Hub [Min] (in):0|
2282341,1040T10 FB,662384082418,6.57,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/797/T10_Rep-Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_17200E.pdf,"Length (in):7.25|Width (in):7.25|Height (in):5.50|Lube/Non-Lube:Lubricated|Coupling Type:Grid Coupling|Style:T10 Horizontal Split Cover|Coupling Size:1,040|Bore Size Max:1.625|Bore Type:Finished Bore|Speed Max (rpm):4500|Measurement System:Imperial|Bore Range (in):0 to 1.625|Hub Material:Carbon Steel|Rating HP @ 100 RPM:3.22|Compatible Bore Size [Min] (in):0|Gap:0.125|Cover Type:Horizontal Split Cover|"
2282549,1110T20,662384767094,116.4,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/796/T20_Rep-Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_17202E.pdf,"Length (in):0.00|Width (in):0.00|Height (in):0.00|Lube/Non-Lube:Lubricated|Coupling Type:Grid Coupling|Style:T20 Vertical Split Cover|Coupling Size:1,110|Bore Size Max:4.5|Bore Type:Rough Bore|Speed Max (rpm):3000|Measurement System:Imperial|Bore Range (in):0 to 4.5|Hub Material:Carbon Steel|Rating HP @ 100 RPM:121|Compatible Bore Size [Min] (in):0|Gap:0.188|Cover Type:Vertical Split Cover|"
2271328,60 UB FR,662384101232,,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/824/Kop-Flex_max-c-ub_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_6007CPE.pdf,Lube/Non-Lube:Non-Lubricated|Coupling Type:Elastomeric Coupling|Style:Max-C (UB)|Coupling Size:6|Bore Size Max:6.875|Bore Type:Rough Bore|Speed Max (rpm):1300|Measurement System:Imperial|Outside Diameter (in):23.5|Bore Range (in):4.2500 - 7.5000|Configuration:Flex Rigid|Length Through Bore (in):6.12|Speed Max Balanced (rpm):1950|Max Bore Flex Hub:6.88|Max Bore Rigid Hub:7.5|Rating HP @ 100 RPM - Continuous:400|Rating HP @ 100 RPM - Peak:800|Shaft Separation Max. (C):0.19|Overall Length (in):13.12|Flange Diameter (in):23.5|
2275121,2H SB FF FB,662384146523,25.66,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/789/Series_H_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1912-01E.pdf,"Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:Series H|Coupling Size:2|Bore Size Max:2.75|Bore Type:Finished Bore|Speed Max (rpm):9300|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):7|Configuration:Full Flex|Length Through Bore (in):2.4375|Rating HP @ 100 RPM:50|Overall Length (in):4.6875|Fastener Size & Length:3/8 x 1|Fastener Quantity:10|Tooth Profile:Straight faced, Involute Stub Tooth|Bolt Type:Shrouded|Bolt Circle:5.8125|Compatible Bore Size [Min] (in):0.8125|"
2275006,7H EB FF FB,662384146707,959.32,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/789/Series_H_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1912-01E.pdf,"Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:Series H|Coupling Size:7|Bore Size Max:10.375|Bore Type:Finished Bore|Speed Max (rpm):3000|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):20.75|Configuration:Full Flex|Length Through Bore (in):8.6875|Rating HP @ 100 RPM:1840|Overall Length (in):15.375|Hub Diameter (in):13.5|Model Name:H1-7FF_Master|Fastener Size & Length:1 x 3 5/8|Fastener Quantity:16|Tooth Profile:Straight faced, Involute Stub Tooth|Bolt Type:Exposed|Bolt Circle:18.25|Compatible Bore Size [Min] (in):4|"
2275774,4F EB FF FB,662384011333,180,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Length (in):32.00|Width (in):38.50|Height (in):13.50|Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS|Coupling Size:4|Bore Size Max:4.25|Bore Type:Finished Bore|Speed Max (rpm):5260|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):12.5|Configuration:Full Flex|Length Through Bore (in):4.75|Rating HP @ 100 RPM:375|Overall Length (in):9.75|Fastener Size & Length:3/4 x 3 3/8|Fastener Quantity:8|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Exposed|Bolt Circle:11|Compatible Bore Size [Min] (in):2.625|
2280857,4 1/2F SB FR FB,662384011838,232.16,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS|Coupling Size:4.5|Bore Size Max:4.75|Bore Type:Finished Bore|Speed Max (rpm):4770|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):13.625|Configuration:Flex Rigid|Length Through Bore (in):5.0625|Rating HP @ 100 RPM:505|Fastener Size & Length:5/8 x 1 5/8|Fastener Quantity:14|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Shrouded|Compatible Bore Size [Min] (in):0|Max Bore w/standard key for Flex Hub:4.75|Compatible Bore Size Flex Hub [Min] (in):3|Compatible Bore Size Rigid Hub [Min] (in):3|
2280592,7F EB FR,662384010374,860.12,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS|Coupling Size:7|Bore Size Max:8|Bore Type:Rough Bore|Speed Max (rpm):3000|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):20.75|Configuration:Flex Rigid|Length Through Bore (in):8.75|Rating HP @ 100 RPM:1840|Overall Length (in):17.876|Hub Diameter (in):13.375|Model Name:1-5-7_FR|Fastener Size & Length:1 x 3 5/8|Fastener Quantity:16|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Exposed|Compatible Bore Size [Min] (in):0|Max Bore w/standard key for Flex Hub:8|Compatible Bore Size Flex Hub [Min] (in):3.5|Compatible Bore Size Rigid Hub [Min] (in):4|
2281681,4W SB FR FB,662384162141,181.86,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/790/Series_W_EB_FF_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_499701E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:Waldron|Coupling Size:4|Bore Size Max:6.375|Bore Type:Finished Bore|Speed Max (rpm):3500|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):12.5|Configuration:Flex Rigid|Length Through Bore (in):4.4375|Rating HP @ 100 RPM:350|Fastener Size & Length:5/8 x 1 5/8|Fastener Quantity:14|Tooth Profile:40 Degree Pressure Angle Tooth|Bolt Type:Shrouded|Compatible Bore Size [Min] (in):1.75|Max Bore w/standard key for Flex Hub:5.375|
2274934,3H EB FF FB,662384146639,67,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/277/461/Article_2274934_Still02_9_2274934_02.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1912-01E.pdf,"Length (in):13.00|Width (in):13.00|Height (in):13.50|Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:Series H|Coupling Size:3|Bore Size Max:4|Bore Type:Finished Bore|Speed Max (rpm):6800|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):9.4375|Configuration:Full Flex|Length Through Bore (in):3.59375|Rating HP @ 100 RPM:160|Overall Length (in):6.5625|Model Name:H1-7FF_Master|Fastener Size & Length:5/8 x 2 3/4|Fastener Quantity:8|Tooth Profile:Straight faced, Involute Stub Tooth|Bolt Type:Exposed|Bolt Circle:8.125|Compatible Bore Size [Min] (in):1.125|"
2275659,3 1/2F EB FF,662384010121,121.66,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS|Coupling Size:3.5|Bore Size Max:3.75|Bore Type:Rough Bore|Speed Max (rpm):6000|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):11|Configuration:Full Flex|Length Through Bore (in):4.1875|Rating HP @ 100 RPM:235|Overall Length (in):8.5|Hub Diameter (in):7.75|Model Name:1-5-7_FF|Fastener Size & Length:3/4 x 3 3/8|Fastener Quantity:8|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Exposed|Bolt Circle:9.5|Compatible Bore Size [Min] (in):0|
2280758,3 1/2F SB FR,662384010237,120.34,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS|Coupling Size:3.5|Bore Size Max:3.75|Bore Type:Rough Bore|Speed Max (rpm):6000|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):11|Configuration:Flex Rigid|Length Through Bore (in):4.03125|Rating HP @ 100 RPM:235|Overall Length (in):8.438|Hub Diameter (in):7.75|Model Name:1-5-7_FR|Fastener Size & Length:5/8 x 1 5/8|Fastener Quantity:12|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Shrouded|Compatible Bore Size [Min] (in):0|Max Bore w/standard key for Flex Hub:3.75|Compatible Bore Size Flex Hub [Min] (in):0|Compatible Bore Size Rigid Hub [Min] (in):2.25|
2281160,3 1/2W SB FF,662384160178,125.07,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/790/Series_W_EB_FF_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_499701E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:Waldron|Coupling Size:3.5|Bore Size Max:4.75|Bore Type:Rough Bore|Speed Max (rpm):3900|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):11|Configuration:Full Flex|Length Through Bore (in):4.1875|Rating HP @ 100 RPM:230|Overall Length (in):7.625|Fastener Size & Length:5/8 x 1 5/8|Fastener Quantity:12|Tooth Profile:40 Degree Pressure Angle Tooth|Bolt Type:Shrouded|Bolt Circle:9.28125|Compatible Bore Size [Min] (in):1.5|
2281129,1 1/2W SB FF,662384160130,18.35,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/790/Series_W_EB_FF_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_499701E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:Waldron|Coupling Size:1.5|Bore Size Max:2.1875|Bore Type:Rough Bore|Speed Max (rpm):7400|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):6|Configuration:Full Flex|Length Through Bore (in):2.0625|Rating HP @ 100 RPM:24|Overall Length (in):3.875|Fastener Size & Length:3/8 x 1|Fastener Quantity:8|Tooth Profile:40 Degree Pressure Angle Tooth|Bolt Type:Shrouded|Bolt Circle:4.8125|Compatible Bore Size [Min] (in):0|
2281848,1 1/2B SB FF,662384030976,10.83,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS Model B|Coupling Size:1.5|Bore Size Max:1.625|Bore Type:Rough Bore|Speed Max (rpm):12000|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):5|Configuration:Full Flex|Length Through Bore (in):1.6875|Rating HP @ 100 RPM:18.5|Overall Length (in):3.5|Model Name:Model_B1-3-5_FF|Fastener Size & Length:0.3125|Fastener Quantity:6|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Shrouded|Bolt Circle:4.09375|Compatible Bore Size [Min] (in):0|
2282358,1050T10 FB,662384082425,11.84,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/797/T10_Rep-Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_17200E.pdf,"Lube/Non-Lube:Lubricated|Coupling Type:Grid Coupling|Style:T10 Horizontal Split Cover|Coupling Size:1,050|Bore Size Max:1.875|Bore Type:Finished Bore|Speed Max (rpm):4500|Measurement System:Imperial|Bore Range (in):0 to 1.875|Hub Material:Carbon Steel|Rating HP @ 100 RPM:5.63|Compatible Bore Size [Min] (in):0|Gap:0.125|Cover Type:Horizontal Split Cover|"
2282382,1080T10 FB,662384082500,39.1,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/797/T10_Rep-Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_17200E.pdf,"Lube/Non-Lube:Lubricated|Coupling Type:Grid Coupling|Style:T10 Horizontal Split Cover|Coupling Size:1,080|Bore Size Max:3|Bore Type:Finished Bore|Speed Max (rpm):3600|Measurement System:Imperial|Bore Range (in):0 to 3|Hub Material:Carbon Steel|Rating HP @ 100 RPM:27|Compatible Bore Size [Min] (in):0|Gap:0.125|Cover Type:Horizontal Split Cover|"
2282184,3 1/2B SB FR FB,662384032017,84.59,https://cdnmedia.regalbeloit.com/images/d120001/derivates/7/001/800/788/Series_F_EB_FR_FB_Rep_Image.jpg,https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_1900-01E.pdf,Lube/Non-Lube:Lubricated|Coupling Type:Gear Coupling|Style:FASTS Model B|Coupling Size:3.5|Bore Size Max:4.75|Bore Type:Finished Bore|Speed Max (rpm):6000|Measurement System:Imperial|Material:Medium Carbon Steel|Outside Diameter (in):9.4375|Configuration:Flex Rigid|Length Through Bore (in):3.46875|Rating HP @ 100 RPM:186|Fastener Size & Length:0.5|Fastener Quantity:10|Tooth Profile:Straight Faced Involute Hub tooth|Bolt Type:Shrouded|Compatible Bore Size [Min] (in):0|Compatible Bore Size Flex Hub [Min] (in):0|Compatible Bore Size Rigid Hub [Min] (in):13/8|
